Banco,Tema,Fato_relevante,Empresas_citadas,Tipo_de_vinculo,Impacto_estrategico,Risco_regulatorio_controle,Prioridade,Fonte
Banco do Brasil,Conectividade_SD-WAN,"O Banco do Brasil informou modernização de 93% de suas quase 5 mil agências com SD-WAN, dois links e dois roteadores por unidade, com implementação liderada pela Claro após licitação e tecnologia Huawei, economia mensal reportada de R$ 3,8 milhões e conclusão esperada no 1T26.","Claro; Huawei",Contratação_modernização_de_rede,Altíssimo,Alto,Muito alta,https://dplnews.com/claro-implanta-nova-rede-de-conectividade-nas-agencias-do-banco-do-brasil/
Banco do Brasil,IA_pagamentos_agenticos,"O Banco do Brasil realizou com a Visa a primeira transação agêntica no Brasil em ambiente de produção controlado, usando autenticação, tokenização e controles de segurança do Visa Intelligent Commerce para pagamentos iniciados por agente de IA em nome do cliente.",Visa,Piloto_inovação_transacional,Alto,Alto,Muito alta,https://www.visa.com.br/sobre-a-visa/noticias-visa/nova-sala-de-imprensa/bb-visa-primeira-transacao-agentica-brasil.html
CAIXA,Pagamentos_offline,"A CAIXA apresentou solução de pagamentos offline para benefícios em regiões remotas, com testes em parceria com Elo e Microsoft e próxima etapa prevista nas Agências-Barco no Norte do país.","Elo; Microsoft",Parceria_consórcio_tecnológico,Altíssimo,Alto,Muito alta,https://caixanoticias.caixa.gov.br/Paginas/Not%C3%ADcias/2024/06-JUNHO/No-ultimo-dia-de-Febraban-Tech-2024-CAIXA-apresenta-solucao-inovadora-para-pagamentos-offline.aspx
CAIXA,IA_juridico,"A CAIXA lançou a 8ª Chamada de Startups para contratar solução baseada em IA para suporte jurídico, com foco em análise documental, identificação de inconsistências e indícios de fraude, via CPSI de até R$ 1,6 milhão.",Startups,Chamada_pública_contratação_inovadora,Alto,Alto,Muito alta,https://caixanoticias.caixa.gov.br/Paginas/Not%C3%ADcias/2026/01-JANEIRO/CAIXA-lanca-chamada-de-startups-para-contratar-solucao-em-IA-aplicada-ao-suporte-juridico.aspx
BRB,Canais_digitais_escala,"O BRB reportou 98,5% das transações em canais digitais no 2T25 e 232 milhões de transações digitais no 1S25, reforçando escala operacional e maturidade omnichannel para novos ciclos de automação e IA.",Ecossistema_próprio,Evidência_operacional_de_transformação_digital,Alto,Médio-alto,Alta,https://ri.brb.com.br/upload/files/3932_Apresentac-a-o_2T25_VF3.pdf
BRB,Capilaridade_com_Tecban,"O BRB firmou parceria com a Tecban para instalar terminais Banco24Horas compactos na Paraíba e no Tocantins, com 58 equipamentos já instalados, gestão 24x7 e foco em inclusão financeira e presença física leve.",Tecban,Parceria_operacional,Alto,Médio,Alta,https://www.tecban.com.br/noticia/em-parceria-com-a-tecban-brb-leva-inclusao-financeira-e-acesso-bancario-a
BNB,Agenda_TI_inovacao,"O BNB mantém o BNB Tech como agenda pública estruturada para TI, conectividade, IA, nuvem soberana, automação e transformação digital, reunindo Gartner, BID, Banco Mundial, Microsoft, IBM, SERPRO, Tecban, BB e CAIXA.","Gartner; BID; Banco Mundial; Microsoft; IBM; SERPRO; Tecban; Banco do Brasil; CAIXA",Agenda_institucional_de_TI,Altíssimo,Médio-alto,Alta,https://www.bnb.gov.br/bnb-tech
BNB,Autoatendimento_canais,"O BNB firmou parceria com a Tecban para instalar e gerir 100 caixas recicladores interoperáveis com tecnologia Banco24Horas em 11 estados, reforçando capilaridade e eficiência operacional.","Tecban; Banco24Horas",Parceria_modernização_de_canais,Alto,Médio-alto,Muito alta,https://www.tecban.com.br/noticia/tecban-e-banco-do-nordeste-firmam-parceria-para-modernizar-rede-de
BNB,Inovacao_Open_Finance_IA,"O BNB firmou parceria de três anos com o CESAR para mais de 25 projetos com foco em Open Finance, IA, design de soluções e fluxos de crédito.",CESAR,Parceria_de_inovação,Altíssimo,Alto,Muito alta,https://www.cesar.org.br/w/cesar-anuncia-parceria-de-inovacao-com-o-banco-do-nordeste-bnb
BNB,Privacidade_IA_dados,"O Banco do Nordeste promoveu agenda institucional sobre uso de IA na proteção de dados de clientes e no marco regulatório, conectando inovação, LGPD, risco e confiança.","Peck Advogados; OAB-CE",Evento_governança_e_privacidade,Alto,Alto,Alta,https://www.bnb.gov.br/imprensa/noticias/-/asset_publisher/QGdgGhxvRtMv/content/banco-do-nordeste-debate-uso-de-intelig%C3%AAncia-artificial-na-prote%C3%A7%C3%A3o-de-dados-de-clientes/44540
