Banco,Tema,Fato_relevante,Empresas_citadas,Tipo_de_vinculo,Impacto_estrategico,Risco_regulatorio_controle,Prioridade,Fonte
Banco do Brasil,Plataforma_IA_conversacional_2026_07_09,"Em 09/07/2026, o BB lancou plataforma de IA que integra servicos e canais e permite realizar operacoes por conversas em linguagem natural no aplicativo e em outros pontos de contato.",IA_Generativa;Canais_Digitais;WhatsApp,Orquestracao_conversacional_de_atendimento_e_servicos,Altissimo,Alto,Muito alta,https://www.bb.com.br/pbb/pagina-inicial/imprensa/n/69198/BB%20lan%C3%A7a%20plataforma%20de%20IA%20que%20transforma%20atendimento%20em%20conversas
Banco do Brasil,Acordo_UnB_IA_Analitica_2026_07_08,"Em 08/07/2026, a Convergencia Digital reportou acordo entre Banco do Brasil e UnB para pesquisas aplicadas em IA e analitica, com foco tambem em seguranca digital, cidades inteligentes e computacao.",UnB;Convergencia_Digital,Parceria_de_pesquisa_aplicada_em_IA_e_segurança_digital,Altissimo,Medio,Muito alta,https://convergenciadigital.com.br/inovacao/banco-do-brasil-e-unb-se-unem-por-inteligencia-artificial-e-analitica/
Banco do Brasil,AcademIA_BB_2026_36_mil_funcionarios,"Em 08/06/2026, o BB informou que o AcademIA BB 2026 ja engajava mais de 36 mil funcionarios e acumulava mais de 3 milhoes de horas de treinamento em IA generativa e agentica.",UniBB;AcademIA_BB,Capacitacao_institucional_em_IA_generativa_e_agentica,Altissimo,Alto,Muito alta,https://www.bb.com.br/pbb/pagina-inicial/imprensa/n/69153/
Banco do Brasil,Celent_Model_Bank_2026_11_06,"Em 11/06/2026, a Celent destacou o Banco do Brasil como Model Bank of the Year 2026, citando EscutAI e OdisseIA como provas de IA e analytics alinhadas a estrategia centrada no cliente.",Celent;EscutAI;OdisseIA,Reconhecimento_externo_de_maturidade_em_IA_e_analytics,Altissimo,Medio,Muito alta,https://www.celent.com/insights/banco-do-brasil-excellence-in-harnessing-ai-for-differentiated-customer-centricity
CAIXA,Universidade_Corporativa_IA_150_mil_usuarios_2026,"Em 02/07/2026, a InforChannel reportou que a Universidade Corporativa CAIXA modernizou sua plataforma para cerca de 150 mil usuarios, com IA, metaverso e gamificacao implementados pela Luxortec.",InforChannel;Luxortec;Universidade_CAIXA,Cobertura_setorial_sobre_modernizacao_da_educacao_corporativa,Altissimo,Medio,Muito alta,https://inforchannel.com.br/2026/07/02/universidade-corporativa-caixa-adota-sistema-de-educacao-digital-para-150-mil-usuarios/
CAIXA,Sandbox_CAIXA_Best_Financial_Innovation_Labs_2026,"Em 15/06/2026, a Global Finance listou o Sandbox CAIXA entre os melhores laboratorios de inovacao financeira de 2026, destacando o laboratorio como braco institucional de experimentacao do banco.",Global_Finance;Sandbox_CAIXA,Reconhecimento_internacional_de_laboratorio_de_inovacao,Altissimo,Medio,Muito alta,https://gfmag.com/award/award-winners/best-financial-innovation-labs-2026/
CAIXA,Sandbox_CAIXA_Microsoft_Copilot_antifraude_2026,"Em 15/06/2026, a Global Finance detalhou que o Sandbox CAIXA usa Microsoft Copilot para amadurecer ideias de empregados e testar iniciativas de antifraude em caixas eletronicos.",Global_Finance;Microsoft;Copilot,Cobertura_externa_sobre_experimentacao_com_IA_e_prevencao_a_fraude,Altissimo,Medio,Alta,https://gfmag.com/technology/labs-rethink-banking-best-financial-innovation-labs-2026/
CAIXA,Modernizacao_do_SINAPI_com_APIs_2026,"Em 19/05/2026, a CAIXA publicou edital para selecionar ate duas solucoes para modernizar o SINAPI com dados estruturados, consultas interativas, APIs documentadas e integracao com o TransfereGov.",SINAPI;TransfereGov,Chamada_publica_para_modernizacao_de_base_critica_de_dados,Altissimo,Alto,Muito alta,https://caixanoticias.caixa.gov.br/Paginas/Not%C3%ADcias/2026/05-MAIO/CAIXA-lan%C3%A7a-edital-p%C3%BAblico-para-modernizar-o-SINAPI.aspx
BRB,Posse_DIPES_2026_07_02,"Em 02/07/2026, o BRB registrou fato relevante de Posse DIPES, mantendo a trilha de reorganizacao executiva em meio a pressao por governanca e recomposicao institucional.",BRB;DIPES,Reorganizacao_executiva_em_area_critica_de_governanca,Alto,Altissimo,Alta,https://www.rad.cvm.gov.br/ENET/frmExibirArquivoIPEExterno.aspx?NumeroProtocoloEntrega=1541473
BRB,Nota_PCDF_controles_internos_2026_06_23,"Em 23/06/2026, o BRB informou ao mercado que a operacao da PCDF teve origem em noticia-crime apresentada pelo proprio banco apos identificacao de irregularidades por controles internos.",PCDF;CVM,Acionamento_institucional_de_controles_e_compliance,Altissimo,Altissimo,Muito alta,https://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&Tela=99&descTipo=IPE&numProtocolo=1537725&numSequencia=1062431&numVersao=1
BRB,CAE_perdas_8_8_bi_2026,"Em 09/06/2026, o presidente do BRB afirmou na CAE do Senado que as perdas do banco chegam a R$ 8,8 bilhoes e que o balanco ainda nao estava pronto, ampliando a pressao publica por transparencia.",Senado_Federal;Banco_Master,Pressao_politica_e_institucional_sobre_governanca_e_capital,Altissimo,Altissimo,Muito alta,https://www12.senado.leg.br/tv/programas/noticias-1/2026/06/presidente-do-brb-afirma-na-cae-que-divida-do-banco-chega-a-r-8-8-bilhoes
BRB,Acordo_FGC_para_aporte_de_capital_2026,"Em 28/05/2026, o BRB detalhou acordo homologado pelo STF para viabilizar operacao de credito junto ao FGC destinada a aporte de capital pelo acionista controlador.",FGC;STF;Banco_Central,Arranjo_formal_para_recomposicao_de_capital_e_continuidade,Altissimo,Altissimo,Muito alta,https://ri.brb.com.br/upload/files/4164_Fato-Relevante-acordo-FGC-v2-1.pdf
Sicoob,Resultado_recorde_2025_publicado_2026_07_11,"Em 11/07/2026, o Sicoob publicou resultado financeiro recorde de R$ 11,2 bilhoes em 2025, com crescimento de 33,3% sobre o ano anterior e base de cooperados se aproximando de 10 milhoes.",Ecossistema_proprio;Cooperados,Resultado_recorde_com_reforco_de_capacidade_de_reinvestimento,Altissimo,Medio,Muito alta,https://www.sicoob.com.br/web/sicoob/noticias/-/asset_publisher/xAioIawpOI5S/content/id/321076437
