Banco,Tema,Fato_relevante,Empresas_citadas,Tipo_de_vinculo,Impacto_estrategico,Risco_regulatorio_controle,Prioridade,Fonte
Banco do Brasil,BB_RFP_DDI_DNS_DHCP_IPAM_2026_09,"Rodada recente: a pagina de avisos do Banco do Brasil mantem RFP 2026/004629 para solucao DDI (DNS, DHCP e IPAM), incluindo instalacao, configuracao, integracao, migracao, documentacao, transferencia de conhecimento e suporte oficial por 36 meses, prorrogavel ate 60 meses.",Banco_do_Brasil;DDI;DNS;DHCP;IPAM;Datacenter,Consulta_publica_TI,Renovacao_de_servicos_criticos_de_rede_e_enderecamento_no_conglomerado_BB,Continuidade_de_servicos_digitais_governanca_de_mudanca_e_integracao_com_ambientes_criticos,Muito alta,https://www.bb.com.br/site/compras-contratacao-e-venda-de-imoveis/compras-e-contratacoes/avisos-e-editais/
Banco do Brasil,BB_RFP_MySQL_suporte_2026_09,"Rodada recente: o BB publicou RFP 2026/004636 para futura contratacao de cessao de direito de uso permanente e subscricao do software de Banco de Dados MySQL, incluindo suporte dedicado para necessidades do Conglomerado Banco do Brasil, com janela publica de 16/09/2026 a 05/10/2026.",Banco_do_Brasil;MySQL;Banco_de_Dados;Suporte,Consulta_publica_TI,Sinal_de_modernizacao_e_sustentacao_de_banco_de_dados_em_ambiente_core,Gestao_de_ciclo_de_vida_suporte_fabricante_e_padronizacao_de_stack,Alta,https://www.bb.com.br/site/compras-contratacao-e-venda-de-imoveis/compras-e-contratacoes/avisos-e-editais/
Banco do Brasil,BB_RFP_AutoML_H2O_2026_09,"Rodada recente: segue aberta ate 28/09/2026 a RFP 2026/004394 para aquisicao de solucao AutoML H2O Driverless IA em SaaS por tempo determinado, com garantia tecnica, instalacao, suporte tecnico e consultoria especializada.",Banco_do_Brasil;H2O;Driverless_IA;AutoML;IA,Consulta_publica_IA,Oportunidade_direta_em_IA_aplicada_modelagem_e_produtizacao_analitica_no_BB,Governanca_de_modelos_privacidade_dados_e_controle_de_uso_de_IA,Muito alta,https://www.bb.com.br/site/compras-contratacao-e-venda-de-imoveis/compras-e-contratacoes/avisos-e-editais/
Banco do Brasil,BB_RFP_rede_OOB_datacenters_2026_09,"Contexto recente: o BB manteve prorrogada consulta RFP 2026/004343 para prospeccao e aquisicao de ativos de rede OOB para os data centers CCT1 e CCT2 em Brasilia, incluindo licenciamento, suporte tecnico e garantia por 60 meses.",Banco_do_Brasil;Rede_OOB;Datacenters;CCT1;CCT2,Consulta_publica_infraestrutura,Sinal_de_resiliencia_operacional_e_gerenciamento_fora_de_banda_em_datacenters,Continuidade_operacional_acesso_de_emergencia_e_controles_de_administracao_privilegiada,Muito alta,https://www.bb.com.br/site/compras-contratacao-e-venda-de-imoveis/compras-e-contratacoes/avisos-e-editais/
Banco do Brasil,BB_novo_app_rollout_setembro_2026,"Contexto recente: o BB anunciou novo aplicativo em 24/08/2026, com ampliacao gradual e previsao de 100% dos clientes usando o novo app ate o fim de setembro, criando janela de atencao para estabilidade, jornada Pix e suporte a canais digitais.",Banco_do_Brasil;App_BB;Pix;Canais_Digitais,Canal_digital_institucional,Mudanca_relevante_na_experiencia_digital_da_base_de_clientes_do_BB,Continuidade_de_canal_autenticacao_fraude_e_suporte_na_transicao,Alta,https://imprensa.bb.com.br/banco-do-brasil-lanca-novo-app/
Banco do Brasil,BB_IA_agentica_cambio_2026,"Contexto sustentado: o BB informou reducao de 90% no tempo de operacoes de cambio com agente autonomo de IA, e fonte externa setorial repercutiu a aplicacao no Comex Tech Forum 2026.",Banco_do_Brasil;Microsoft;IA_Agentica;Cambio,IA_aplicada_e_fonte_externa,Valida_caso_de_IA_agentica_em_processo_bancario_regulado_e_replicavel,Modelo_de_controle_explicabilidade_auditoria_e_responsabilidade_em_decisoes_assistidas,Alta,https://imprensa.bb.com.br/banco-do-brasil-reduz-em-90-o-tempo-de-operacoes-de-cambio-com-agente-autonomo-de-ia/
Banco do Brasil,BB_fornecedores_privacidade_endpoint,"Contexto recente: a pagina de fornecedores do BB reforca obrigacao de politicas adequadas a LGPD e ciencia da politica de privacidade, enquanto a pre-qualificacao permanente de UEM para 70.000 endpoints segue como frente de ambiente de trabalho.",Banco_do_Brasil;UEM;Endpoint;LGPD;Fornecedores,Governanca_de_fornecedores,Combina_oportunidade_de_endpoint_com_requisitos_formais_de_privacidade_e_cadeia_de_fornecimento,LGPD_rastreabilidade_de_fornecedores_e_controles_de_dispositivo,Alta,https://www.bb.com.br/site/compras-contratacao-e-venda-de-imoveis/fornecedores/
CAIXA,CAIXA_Bolsa_Familia_setembro_canais_digitais,"Rodada recente: a CAIXA iniciou em 17/09/2026 o pagamento do Bolsa Familia de setembro, com aproximadamente R$ 13 bilhoes para 19,3 milhoes de familias e orientacao para movimentacao preferencial pelo App CAIXA Tem.",CAIXA;CAIXA_Tem;Bolsa_Familia;MDS,Operacao_de_canal_de_massa,Carga_transacional_relevante_em_app_carteira_social_lotericas_e_correspondentes,Disponibilidade_de_canal_autenticacao_prevencao_a_fraude_e_suporte_em_pico,Muito alta,https://caixanoticias.caixa.gov.br/Paginas/Not%C3%ADcias/2026/09-SETEMBRO/CAIXA-inicia-pagamento-do-bolsa-familia-referente-ao-mes-de-setembro-nesta-quinta-feira-17.aspx
CAIXA,MDS_Bolsa_Familia_apps_oficiais_setembro_2026,"Fonte externa governamental: o MDS informou que os repasses de setembro seguem ate 30/09/2026, com consulta de situacao, extratos e valores pelos aplicativos oficiais Bolsa Familia e Caixa Tem e pelo Portal Cidadao da CAIXA.",MDS;CAIXA;CAIXA_Tem;Portal_Cidadao,Fonte_governamental_operacional,Confirma_dependencia_multicanal_e_calendario_escalonado_dos_canais_digitais_da_CAIXA,Integridade_de_consulta_disponibilidade_e_orientacao_contra_canais_nao_oficiais,Alta,https://www.gov.br/mds/pt-br/noticias/bolsa-familia-pagamentos-de-setembro-comecam-nesta-quinta-feira-17-09
CAIXA,CAIXA_novo_app_beta_seguro_2026_08,"Contexto recente: a CAIXA iniciou fase Beta do novo app com biometria facial, liveness, criptografia ponta a ponta, analise comportamental, prevencao a fraudes, gerenciamento seguro de dispositivos, Pix, Open Finance e integracao de servicos do CAIXA Tem.",CAIXA;App_CAIXA;CAIXA_Tem;Open_Finance;Pix,Canal_digital_institucional,Modernizacao_de_app_com_consolidacao_de_produtos_e_servicos_em_experiencia_unificada,Seguranca_de_autenticacao_liveness_antifraude_e_continuidade_durante_migracao,Muito alta,https://caixanoticias.caixa.gov.br/Paginas/Not%C3%ADcias/2026/08-AGOSTO/CAIXA-inicia-fase-Beta-do-novo-aplicativo-do-banco.aspx
CAIXA,CAIXA_licitacoes_portal_compras_eletronicas,"Rodada recente: a busca publica da CAIXA destaca o portal de transparencia em licitacoes e o Sistema de Compras Eletronicas, mantendo trilha ativa para fornecedores e fiscalizacao de certames.",CAIXA;Portal_de_Licitacoes;Compras_Eletronicas,Compras_publicas,Mantem_oportunidade_de_monitorar_editais_de_TI_e_servicos_digitais_por_fonte_primaria,Transparencia_isonomia_e_rastreabilidade_dos_processos_de_compra,Media,https://www.caixa.gov.br/licitacoes/transparencia/Paginas/default.aspx
CAIXA,CAIXA_CECOT_249_fila_virtual_nuvem,"Contexto recente: CECOT 249/2026 segue como compra publica relevante para solucao SaaS de fila e sala de espera virtual em nuvem publica para canais digitais da CAIXA, incluindo CAIXA Tem, FGTS, Loterias, sites e sistemas.",CAIXA;CAIXA_Tem;FGTS;Loterias;SaaS;Nuvem_Publica,Compra_publica_TI,Demanda_direta_de_resiliencia_para_picos_de_acesso_e_orquestracao_de_fila_digital,Disponibilidade_de_canais_experiencia_do_usuario_e_controle_de_fornecedor_SaaS,Muito alta,https://guialicite.com.br/oportunidades/00360305000104-1-000691/2026
CAIXA,CAIXA_greve_setembro_canais_alternativos,"Contexto recente: a cobertura da Agencia Brasil sobre greve nacional da CAIXA reforcou a orientacao de uso de App CAIXA, Internet Banking, WhatsApp, CAIXA Tem, terminais de autoatendimento, Banco24Horas, lotericas e correspondentes.",CAIXA;App_CAIXA;Internet_Banking;WhatsApp;CAIXA_Tem;Banco24Horas,Fonte_publica_setorial_operacional,Eleva_a_dependencia_de_canais_digitais_e_parceiros_durante_restricao_de_atendimento_presencial,Continuidade_operacional_suporte_a_cliente_e_capacidade_de_canais_alternativos,Alta,https://agenciabrasil.ebc.com.br/economia/noticia/2026-09/bancarios-rejeitam-proposta-da-caixa-e-mantem-greve-nacional
CAIXA,CAIXA_Pe_de_Meia_setembro_outubro_2026,"Rodada recente: a pagina oficial do Pe-de-Meia mostra janela setembro/outubro de pagamentos em conta Poupanca Social Digital ou Poupanca CAIXA Tem, mantendo carga recorrente sobre onboarding, consulta e movimentacao no ecossistema CAIXA.",CAIXA;CAIXA_Tem;Pe_de_Meia;Poupanca_Social_Digital,Programa_social_digital,Pressao_recorrente_sobre_contas_digitais_sociais_e_suporte_a_beneficiarios,Disponibilidade_de_app_identidade_digital_e_integridade_de_pagamentos_sociais,Alta,https://www.caixa.gov.br/programas-sociais/pe-de-meia/Paginas/default.aspx
BRB,BRB_TCDF_bloqueio_2_7_bi_Master,"Fato novo da semana: a Agencia Brasil informou em 24/09/2026 que o TCDF decidiu bloquear ate R$ 2,7 bilhoes em bens de cinco ex-dirigentes do BRB no caso Master e determinou envio, em 24 horas, de informacoes de auditoria independente.",BRB;TCDF;Banco_Master;Auditoria,Controle_externo_e_governanca,Risco_institucional_maximo_com_reflexo_em_capital_controles_e_imagem_do_banco,Prestacao_de_contas_responsabilizacao_controles_internos_e_governanca,Muito alta,https://agenciabrasil.ebc.com.br/justica/noticia/2026-09/caso-master-tcdf-bloqueia-ate-r-27-bi-de-ex-dirigentes-do-brb
BRB,BRB_PE_055_apps_multiplataforma_IoT,"Rodada recente: o PE 055/2026 do BRB trata de servicos especializados de desenvolvimento de aplicativos nativos e hibridos/PWA com suporte multiplataforma para smartphones, tablets, smartwatches, smartTVs, desktops e sensores IoT.",BRB;PWA;IoT;Aplicativos;Smartphones;Smartwatches,Compra_publica_TI,Mostra_que_a_agenda_digital_do_BRB_continua_ativa_mesmo_sob_estresse_prudencial,Governanca_de_fornecedor_qualidade_de_codigo_privacidade_e_continuidade_de_canais,Muito alta,https://www.portaldecompraspublicas.com.br/processos/DF/BRB-BANCO-DE-BRASILIA-SA-3635/PE-055-2026-2026-499166
BRB,BRB_auditoria_20_bi_Master_setembro,Rodada recente: reportagem de 22/09/2026 apontou auditoria independente contratada pelo BRB com falhas graves e indicios relevantes de irregularidades em operacoes superiores a R$ 20 bilhoes com o Banco Master.,BRB;Banco_Master;Kroll;Machado_Meyer;Auditoria,Midia_setorial_controle,Aumenta_pressao_sobre_controles_de_credito_dados_documentos_e_conciliacao_operacional,Risco_de_fraude_lastro_documental_e_responsabilizacao_administrativa,Muito alta,https://pautadiaria.com.br/noticia/auditoria-aponta-irregularidades-em-mais-de-r-20-bilhoes-negociados-entre-brb-e-banco-master
BRB,BRB_PF_fraude_17_bi_operacoes_Master,"Rodada recente: cobertura publica informou que a PF apontou operacoes ficticias ou materialmente insubsistentes que somariam cerca de R$ 17 bilhoes, com producao massiva de documentos falsos, manipulacao de dados internos e supressao de controles.",BRB;Banco_Master;Policia_Federal;Controles_Internos,Investigacao_publica,Eleva_a_prioridade_de_analytics_forense_trilha_de_auditoria_DLP_e_governanca_de_dados,Fraude_documental_controles_prudenciais_responsabilidade_de_dirigentes,Muito alta,https://www.bol.uol.com.br/economia/2026/09/13/pf-aponta-fraude-de-r-17-bilhoes-em-operacoes-entre-master-e-brb.htm
BRB,BRB_BC_perda_potencial_11_4_bi,"Contexto recente: reportagem baseada em relatorio do Banco Central indicou perda potencial de R$ 11,4 bilhoes no BRB pos-Master e expos debate sobre ativos, fundos sem auditoria independente, liquidez e passivos ocultos.",BRB;Banco_Central;Banco_Master;Liquidez,Supervisao_prudencial,Mantem_o_BRB_como_maior_alerta_de_risco_institucional_da_rodada,Capital_liquidez_reconhecimento_de_perdas_e_transparencia_de_balanco,Muito alta,https://noticias.uol.com.br/colunas/natalia-portinari/2026/09/16/relatorio-do-bc-indica-rombo-potencial-de-r-114-bi-no-brb-pos-master.htm
BRB,BRB_Pix_app_dependencia_operacional,"Contexto sustentado: a pagina oficial do BRB informa que o acesso ao Pix ocorre exclusivamente pelo App Banco BRB, reforcando criticidade de app, identidade digital e continuidade transacional em um momento de alto risco reputacional.",BRB;Pix;App_Banco_BRB;Banco_Central,Canal_digital_oficial,Mostra_dependencia_operacional_de_um_canal_movel_para_pagamentos_instantaneos,Disponibilidade_do_app_autenticacao_limites_antifraude_e_atendimento_ao_cliente,Alta,https://novo.brb.com.br/pix-3/
BRB,BRB_sem_balanco_e_contas_2025,"Rodada recente: cobertura sobre o caso Master registrou que o BRB ainda nao apresentou demonstracoes de resultados de 2025 e do primeiro semestre, mantendo risco de informacao para investidores, reguladores e fornecedores.",BRB;Banco_Master;Balanco;RI,Governanca_corporativa_e_transparencia,Atraso_de_informacao_financeira_afeta_credito_fornecedores_e_apetite_de_risco,Transparencia_contabil_supervisao_e_confianca_de_mercado,Muito alta,https://www1.folha.uol.com.br/mercado/2026/09/brb-afasta-ex-diretores-apos-investigacao-do-caso-master.shtml
Sicoob,Sicoob_IA_generativa_documentos_2026_09_23,"Fato novo da semana: em 23/09/2026, o Sicoob informou uso de IA generativa para agilizar interacao interna com documentos no Sisbr, com mais de 28 mil funcionarios usando o Assistente Inteligente diariamente e mais de 33 milhoes de interacoes.",Sicoob;Sisbr;IA_Generativa;Assistente_Inteligente,IA_institucional,Caso_de_escala_em_IA_interna_para_produtividade_conhecimento_e_documentos,Confidencialidade_de_documentos_governanca_de_modelos_e_controle_de_acesso,Muito alta,https://www.sicoob.com.br/web/sicoob/noticias/-/asset_publisher/xAioIawpOI5S/content/id/236561933
