Banco,Tema,Fato_relevante,Empresas_citadas,Tipo_de_vinculo,Impacto_estrategico,Risco_regulatorio_controle,Prioridade,Fonte
Banco do Brasil,Plataforma_IA_conversacional_2026_07_09,"Em 09/07/2026, o BB lancou plataforma de IA que integra servicos e canais e permite realizar operacoes por conversas em linguagem natural no aplicativo e em outros pontos de contato.",IA_Generativa;Canais_Digitais;WhatsApp,Orquestracao_conversacional_de_atendimento_e_servicos,Altissimo,Alto,Muito alta,https://www.bb.com.br/pbb/pagina-inicial/imprensa/n/69198/BB%20lan%C3%A7a%20plataforma%20de%20IA%20que%20transforma%20atendimento%20em%20conversas
Banco do Brasil,Acordo_UnB_PDI_IA_2026_07_08,"Em 08/07/2026, o BB firmou acordo com a UnB para projetos de capacitacao, pesquisa, desenvolvimento e inovacao em IA, analitica, experiencia do usuario, seguranca digital, computacao e geociencias.",UnB;Pesquisa_Aplicada;PDI,Parceria_de_pesquisa_aplicada_e_formacao_em_tecnologia,Altissimo,Medio,Muito alta,https://www.bb.com.br/pbb/pagina-inicial/imprensa/n/69197/
Banco do Brasil,AcademIA_BB_2026_36_mil_funcionarios,"Em 08/06/2026, o BB informou que o AcademIA BB 2026 ja engajava mais de 36 mil funcionarios e acumulava mais de 3 milhoes de horas de treinamento em IA generativa e agentica.",UniBB;AcademIA_BB,Capacitacao_institucional_em_IA_generativa_e_agentica,Altissimo,Alto,Muito alta,https://www.bb.com.br/pbb/pagina-inicial/imprensa/n/69153/
Banco do Brasil,Celent_Model_Bank_2026_11_06,"Em 11/06/2026, a Celent destacou o Banco do Brasil como Model Bank of the Year 2026, citando EscutAI e OdisseIA como provas de IA e analytics em escala.",Celent;EscutAI;OdisseIA,Reconhecimento_externo_de_maturidade_em_IA_e_analytics,Altissimo,Medio,Muito alta,https://www.celent.com/insights/banco-do-brasil-excellence-in-harnessing-ai-for-differentiated-customer-centricity
CAIXA,Protocolo_MDA_CONTAG_agricultura_familiar_2026_07_01,"Em 01/07/2026, a CAIXA assinou com MDA e Contag protocolo para ampliar credito rural e microcredito a agricultores familiares, com foco em efetividade de politicas publicas vinculadas ao Pronaf.",MDA;Contag;Pronaf;Microcredito,Expansao_de_credito_publico_com_apoio_institucional_e_capilaridade_social,Altissimo,Medio,Muito alta,https://caixanoticias.caixa.gov.br/Paginas/Not%C3%ADcias/2026/07-JULHO/CAIXA-assina-acordo-com-MDA-e-Contag-para-fortalecer-a-agricultura-familiar-.aspx
CAIXA,Universidade_Corporativa_IA_150_mil_usuarios_2026_07_02,"Em 02/07/2026, a InforChannel reportou que a Universidade Corporativa CAIXA modernizou sua plataforma para cerca de 150 mil usuarios, com IA, metaverso e gamificacao implementados pela Luxortec.",InforChannel;Luxortec;Universidade_CAIXA,Cobertura_setorial_sobre_modernizacao_da_educacao_corporativa,Altissimo,Medio,Muito alta,https://inforchannel.com.br/2026/07/02/universidade-corporativa-caixa-adota-sistema-de-educacao-digital-para-150-mil-usuarios/
CAIXA,Sandbox_CAIXA_Best_Financial_Innovation_Labs_2026,"Em 15/06/2026, a Global Finance listou o Sandbox CAIXA entre os melhores laboratorios de inovacao financeira de 2026, destacando o laboratorio como braco institucional de experimentacao do banco.",Global_Finance;Sandbox_CAIXA,Reconhecimento_internacional_de_laboratorio_de_inovacao,Altissimo,Medio,Muito alta,https://gfmag.com/award/award-winners/best-financial-innovation-labs-2026/
CAIXA,Modernizacao_do_SINAPI_com_APIs_2026,"Em 19/05/2026, a CAIXA publicou edital para selecionar ate duas solucoes para modernizar o SINAPI com dados estruturados, consultas interativas, APIs documentadas e integracao com o TransfereGov.",SINAPI;TransfereGov;APIs,Chamada_publica_para_modernizacao_de_base_critica_de_dados,Altissimo,Alto,Muito alta,https://caixanoticias.caixa.gov.br/Paginas/Not%C3%ADcias/2026/05-MAIO/CAIXA-lan%C3%A7a-edital-p%C3%BAblico-para-modernizar-o-SINAPI.aspx
BRB,Posse_DIPES_2026_07_02,"Em 02/07/2026, o BRB registrou fato relevante de Posse DIPES, mantendo a reorganizacao executiva em area sensivel de governanca e pessoas.",BRB;DIPES,Reorganizacao_executiva_em_area_critica_de_governanca,Alto,Altissimo,Alta,https://ri.brb.com.br/pt/documentos-cvm
BRB,Lista_inadimplentes_CVM_2026_07_03,"Em 03/07/2026, a Capital Aberto reportou que o BRB apareceu na lista da SEP/CVM de companhias inadimplentes por atraso superior a tres meses na entrega de documentos obrigatorios.",CVM;SEP;Capital_Aberto,Pressao_de_transparencia_e_confianca_de_mercado,Altissimo,Altissimo,Muito alta,https://capitalaberto.com.br/companhias-abertas/cvm-lista-atraso-documentos/
BRB,CAE_perdas_8_8_bi_2026_06_09,"Em 09/06/2026, o presidente do BRB afirmou na CAE do Senado que as perdas do banco chegam a R$ 8,8 bilhoes e que o balanco ainda nao estava pronto.",Senado_Federal;CAE;Banco_Master,Pressao_politica_e_institucional_sobre_governanca_e_capital,Altissimo,Altissimo,Muito alta,https://www12.senado.leg.br/tv/programas/noticias-1/2026/06/presidente-do-brb-afirma-na-cae-que-divida-do-banco-chega-a-r-8-8-bilhoes
BRB,Aumento_de_capital_homologacao_parcial_2026_05_27,"Em 27/05/2026, o BRB divulgou homologacao parcial e subscricao de sobras no aumento de capital, movimento ainda dependente da agenda de reforco de capital e governanca.",BRB;Acionistas;Banco_Central,Recomposicao_de_capital_com_sinal_de_continuidade_institucional,Altissimo,Altissimo,Muito alta,https://ri.brb.com.br/upload/files/4162_Fato-Relevante-Aumento-de-Capital-do-BRB-Homologac-a-o-Parcial-e-Subscric-a-o-de-Sobras-.pdf
Sicoob,Super_App_Banking_Transformation_2026_07_14,"Em 14/07/2026, o Sicoob publicou que seu Super App foi reconhecido como melhor aplicativo do mercado financeiro na categoria Banking Anywhere do Premio Banking Transformation, com cerca de 7,5 milhoes de acessos diarios e mais de 18 bilhoes de transacoes em 2025.",Cantarino_Brasileiro;Super_App_Sicoob;Apple;Google,Reconhecimento_de_escala_e_qualidade_do_canal_digital_principal,Altissimo,Medio,Muito alta,https://www.sicoob.com.br/web/sicoob/noticias/-/asset_publisher/xAioIawpOI5S/content/id/318241150
Sicoob,Patrocinio_futebol_feminino_2026_07_10,"Em 10/07/2026, o Sicoob anunciou expansao de patrocinios nas principais competicoes do futebol feminino brasileiro, tratando esporte como plataforma de conexao, negocios e fortalecimento de marca.",Futebol_Feminino;Patrocinio;Marca,Expansao_de_marca_com_efeito_comercial_e_de_relacionamento,Alto,Baixo,Alta,https://www.sicoob.com.br/web/sicoob/noticias
Sicoob,Plano_Safra_26_27_credito_rural_2026_07_09,"Em 09/07/2026, o Sicoob projetou liberacao de R$ 70 bilhoes em credito rural para o Plano Safra 26/27, com R$ 11,5 bilhoes via Pronaf e R$ 15,8 bilhoes via Pronamp.",Plano_Safra;Pronaf;Pronamp;Credito_Rural,Escala_comercial_e_financiamento_setorial_com_pressao_sobre_canais_e_operacao,Altissimo,Medio,Muito alta,https://www.sicoob.com.br/web/sicoob/noticias/-/asset_publisher/xAioIawpOI5S/content/id/322684129
Sicoob,Dez_milhoes_de_cooperados_2026_06_11,"Em 11/06/2026, a MundoCoop reportou que o Sicoob alcancou 10 milhoes de cooperados, reforcando a escala nacional do sistema e a pressao positiva sobre canais digitais e atendimento.",MundoCoop;Cooperados;Escala_Nacional,Cobertura_externa_sobre_escala_e_capilaridade_do_sistema,Altissimo,Medio,Alta,https://mundocoop.com.br/economia-negocios/sicoob-ultrapassa-10-milhoes-de-cooperados-e-reforca-forca-do-modelo-cooperativo-no-brasil/
Banco Central,Contas_em_moeda_estrangeira_regulacao_cambial_2026_07_01,"Em 01/07/2026, o Banco Central anunciou ampliacao do uso de contas em moeda estrangeira no pais para reduzir custos, simplificar operacoes e dar mais eficiencia aos negocios internacionais.",Ecossistema_regulatorio;Cambio,Modernizacao_regulatoria_com_impacto_em_sistemas_e_processos,Altissimo,Altissimo,Muito alta,https://www.bcb.gov.br/detalhenoticia/21191/noticia
Banco Central,Prudencial_para_prestadoras_de_ativos_virtuais_2026_07_01,"Em 01/07/2026, o Banco Central incorporou as sociedades prestadoras de servicos de ativos virtuais ao arcabouco prudencial vigente, ampliando a densidade regulatoria do setor.",Prestadoras_de_servicos_de_ativos_virtuais;Criptoativos,Expansao_do_arco_prudencial_sobre_infraestrutura_financeira_digital,Altissimo,Altissimo,Muito alta,https://www.bcb.gov.br/detalhenoticia/21192/nota
Banco Central,Jornada_otimizada_Pix_Open_Finance_2026_06_23,"Em 23/06/2026, a Agencia Brasil informou que a jornada otimizada do Pix por aproximacao passou a permitir compartilhamento de saldo e limite na mesma etapa de vinculacao da conta ao pagamento.",Agencia_Brasil;Open_Finance;Pix,Integracao_operacional_de_pagamentos_digitais_e_dados_financeiros,Altissimo,Alto,Muito alta,https://agenciabrasil.ebc.com.br/economia/noticia/2026-06/pix-por-aproximacao-passa-mostrar-saldo-antes-do-pagamento
Banco Central,BC_Cyber_Resilience_Forum_2026_05,"Em maio de 2026, o Banco Central promoveu o BC Cyber Resilience Forum 2026 Provedores Criticos, reforcando a agenda de resiliencia cibernetica para infraestruturas relevantes do sistema financeiro.",Provedores_Criticos;Resiliencia_Cibernetica;RSFN,Coordenacao_sistemica_de_ciberseguranca_e_continuidade,Altissimo,Altissimo,Alta,https://www.bcb.gov.br/detalhenoticia/21106/noticia
