Banco,Tema,Fato_relevante,Empresas_citadas,Tipo_de_vinculo,Impacto_estrategico,Risco_regulatorio_controle,Prioridade,Fonte
Banco do Brasil,Stefanini_BB_IA_credito_numerario_2026_09,"Em setembro de 2026, cobertura setorial registrou que Stefanini e Banco do Brasil estimam R$ 23 milhoes de economia anual com IA na logistica de numerario e mais de 8 mil horas-homem de eficiencia em etapa de analise de credito.",Stefanini;IA;Credito;Numerario,IA_operacional_em_credito_e_logistica_fisica_de_agencias,Altissimo,Medio,Muito alta,https://bluestudio.estadao.com.br/agencia-de-comunicacao/releases/releases-geral/stefanini-banco-do-brasil-inteligencia-artificial/
Banco do Brasil,BC_risco_concentracao_fornecedores_IA_2026_09_02,"Em 02/09/2026, a Let's Money reportou alerta de coordenador do Banco Central sobre risco de concentracao em fornecedores de IA no sistema financeiro; o texto cita o BB como banco grande que aplicou IA com a Stefanini em credito e numerario.",Banco_Central;Stefanini;IA;Terceiros,Governanca_de_fornecedores_e_risco_de_concentracao_tecnologica_em_IA,Altissimo,Alto,Muito alta,https://www.letsmoney.com.br/noticias/bc-risco-concentracao-fornecedores-ia/
Banco do Brasil,Mulinari_parceiros_tecnologia_IA_2026_08_21,"Em 21/08/2026, cobertura da Broadcast/Investalk registrou fala de Rodrigo Mulinari, diretor de tecnologia do BB, de que a era da IA tende a ampliar parceiros tecnologicos e que cerca de 30 milhoes de pessoas acessam diariamente plataformas digitais do banco.",Rodrigo_Mulinari;Broadcast;Investalk;Parceiros_Tecnologicos,Arquitetura_de_ecossistema_e_parcerias_para_IA_e_canais_digitais,Alta,Medio,Alta,https://investalk.bb.com.br/radar/bbmulinari-tendencia-e-ampliar-parceiros-de-tecnologia-apesar-de-busca-por-menos-fornecedores
Banco do Brasil,Novo_App_BB_IA_hiperpersonalizacao_2026_08_24,"Em 24/08/2026, o Banco do Brasil lancou novo App BB com rollout ate o fim de setembro, jornadas conversacionais por texto ou voz, assistente integrado, hiperpersonalizacao, acessibilidade e recomendacao contextual de widgets e atalhos.",App_BB;IA_Conversacional;Hiperpersonalizacao;Acessibilidade,Canal_digital_com_IA_e_personalizacao_em_escala,Altissimo,Medio,Muito alta,https://imprensa.bb.com.br/banco-do-brasil-lanca-novo-app/
Banco do Brasil,Conta_Eleitoral_Digital_BB_biometria_2026_08_24,"Em 24/08/2026, o BB informou ampliacao da Conta Eleitoral Digital BB, com integracao aos sistemas da Justica Eleitoral, validacao automatica do RAC e abertura de ate cinco contas pelo app com biometria facial.",Justica_Eleitoral;Biometria_Facial;App_BB;Setor_Publico,Digitalizacao_de_jornada_regulada_para_contas_eleitorais,Alta,Alto,Alta,https://imprensa.bb.com.br/bb-simplifica-abertura-de-contas-eleitorais-para-candidatos-nas-eleicoes-2026/
CAIXA,Greve_CAIXA_nova_proposta_canais_digitais_2026_09_18,"Em 18/09/2026, a Folha reportou que a CAIXA apresentou nova proposta para o plano de saude dos empregados, mas a greve segue ate assembleia de 21/09; o banco reforcou atendimento por canais digitais, telefone e terminais automaticos.",Canais_Digitais;Telefone;Terminais_Automaticos;Greve,Continuidade_operacional_e_desvio_de_demanda_para_canais_remotos_em_greve,Alta,Medio,Muito alta,https://www1.folha.uol.com.br/mercado/2026/09/caixa-faz-nova-proposta-para-o-plano-de-saude-mas-greve-da-categoria-segue-o-que-foi-oferecido.shtml
CAIXA,Bolsa_Familia_setembro_CAIXA_Tem_greve_2026_09_17,"Em 17/09/2026, iniciou o calendario do Bolsa Familia de setembro, mantido mesmo com greve nacional na CAIXA, com orientacao para uso de CAIXA Tem, app CAIXA, Pix, cartao de debito, caixas eletronicos, lotericas, correspondentes e biometria.",CAIXA_Tem;App_CAIXA;Pix;Biometria,Continuidade_operacional_digital_em_pagamentos_sociais_de_alta_escala,Altissimo,Medio,Muito alta,https://www1.folha.uol.com.br/mercado/2026/09/calendario-do-bolsa-familia-de-setembro-comeca-em-meio-a-greve-dos-bancarios-da-caixa.shtml
CAIXA,Parcelar_Pix_app_CAIXA_2026_09_03,"Em 03/09/2026, a CAIXA anunciou o Parcelar Pix para pessoa fisica no aplicativo, com valores de R$ 300 a R$ 50 mil, prazo de ate 12 meses, CET/IOF exibidos antes da confirmacao e liberacao condicionada a analise de risco.",Pix;App_CAIXA;Credito;Analise_de_Risco,Expansao_de_credito_embutido_no_fluxo_de_pagamento_instantaneo,Altissimo,Alto,Muito alta,https://www1.folha.uol.com.br/mercado/2026/09/caixa-anuncia-pix-parcelado-no-aplicativo-com-prazo-de-ate-12-meses.shtml
CAIXA,TEIA_CAIXA_oportunidades_GovTech_2026_09,"Em setembro de 2026, o Espaco TEIA CAIXA mantinha oportunidades abertas ligadas a GovTech, cidades inteligentes, IA, energia, robotica e digitalizacao do setor publico.",Espaco_TEIA_CAIXA;GovTech;Startups;IA,Inovacao_aberta_e_pipeline_publico_privado_de_solucoes,Alta,Medio,Alta,https://hubteia.com.br/
CAIXA,CECOT_78_2026_fabrica_software_cash_management,"Aviso publico da CECOT 78/2026 da CAIXA indicou contratacao de servicos de tecnologia da informacao em regime de fabrica de software para desenvolvimento de plataforma de servicos de cash management.",Fabrica_de_Software;Cash_Management;TI;CAIXA,Demanda_publica_de_desenvolvimento_de_plataforma_financeira_PJ,Alta,Alto,Alta,https://www.licitacao.net/licitacoes/caixa-economica-federal-brasili-cecot-78-2026/690586
