Banco,Tema,Fato_relevante,Empresas_citadas,Tipo_de_vinculo,Impacto_estrategico,Risco_regulatorio_controle,Prioridade,Fonte
Banco do Brasil,Celent_Model_Bank_2026_IA_em_escala,"O Banco do Brasil informou em 18/06/2026 que foi eleito Banco do Ano pelo Celent Model Bank, com reconhecimento explícito de uso de inteligência artificial em escala, tecnologia e experiência do cliente.",Celent,Reconhecimento_global_de_inovacao_financeira_com_foco_em_IA,Altíssimo,Alto,Muito alta,https://www.bb.com.br/pbb/pagina-inicial/imprensa/n/69171/bb-e-eleito-o-banco-do-ano-pelo-celent-model-bank
Banco do Brasil,Capacitacao_IA_generativa_e_agentica_AcademIA_BB_2026,"O Banco do Brasil informou em 08/06/2026 que o AcademIA BB 2026 já engajou mais de 36 mil funcionários, combinando IA generativa e agêntica com curadoria humana, governança e mais de 3 milhões de horas de treinamento acumuladas.",Ecossistema_proprio,Programa_institucional_de_capacitacao_em_IA,Altíssimo,Alto,Muito alta,https://www.bb.com.br/pbb/pagina-inicial/imprensa/n/69153/
Banco do Brasil,Boleto_com_Pix_Automatico_2026,"O Banco do Brasil anunciou em 28/04/2026 o boleto com Pix Automático para empresas, permitindo autorização única do pagador, recorrência via QR Code e integração com a API de cobrança do banco.",Ecossistema_proprio,Nova_solucao_de_pagamentos_recorrentes_com_Pix,Altíssimo,Médio,Muito alta,https://www.bb.com.br/pbb/pagina-inicial/imprensa/n/69086/bb-lanca-boleto-com-pix-automatico-para-empresas
Banco do Brasil,IA_pagamentos_agenticos_com_Visa_contexto_sustentado,"Contexto sustentado: BB e Visa realizaram em 11/03/2026 a primeira transação agêntica no Brasil em ambiente de produção controlado, com autenticação, tokenização e monitoramento de risco em tempo real.",Visa,Parceria_em_pagamentos_agenticos_com_controles_de_seguranca,Altíssimo,Médio,Alta,https://www.visa.com.br/sobre-a-visa/noticias-visa/nova-sala-de-imprensa/bb-visa-primeira-transacao-agentica-brasil.html
CAIXA,Universidade_Corporativa_digital_150_mil_usuarios,"A Capital Digital publicou em 26/06/2026 que a Universidade Corporativa Caixa adotou novo sistema digital para cerca de 150 mil usuários, com recursos de inteligência artificial, metaverso e gamificação.",Capital_Digital;Luxortec,Cobertura_setorial_sobre_modernizacao_da_educacao_corporativa,Altíssimo,Médio,Muito alta,https://capitaldigital.com.br/universidade-corporativa-caixa-adota-novo-sistema-de-educacao-digital-para-150-mil-usuarios/
CAIXA,Sandbox_CAIXA_Global_Finance_2026,"A CAIXA informou em 15/06/2026 que o Sandbox CAIXA foi reconhecido pela Global Finance entre os melhores laboratórios de inovação financeira do mundo, com apoio da agente generativa Sandy no processo de experimentação.",Global_Finance;Sandy,Reconhecimento_internacional_do_laboratorio_de_inovacao,Altíssimo,Médio,Muito alta,https://caixanoticias.caixa.gov.br/Paginas/Not%C3%ADcias/2026/06-JUNHO/CAIXA-alcanca-reconhecimento-internacional-com-laboratorio-de-inovacao.aspx
CAIXA,Modernizacao_do_SINAPI_2026,"A CAIXA lançou em 19/05/2026 edital público para selecionar até duas soluções inovadoras para modernizar o SINAPI, com contrato público de solução inovadora e possibilidade de contratação de até R$ 3,2 milhões.",Ecossistema_proprio,Edital_publico_para_modernizacao_de_plataforma_critica,Altíssimo,Alto,Alta,https://caixanoticias.caixa.gov.br/Paginas/Not%C3%ADcias/2026/05-MAIO/CAIXA-lan%C3%A7a-edital-p%C3%BAblico-para-modernizar-o-SINAPI.aspx
CAIXA,IA_aplicada_ao_suporte_juridico_CPSI_2026,"A CAIXA lançou em 28/01/2026 a 8ª Chamada de Startups CAIXA para contratar solução de IA aplicada ao suporte jurídico, com Contrato Público para Solução Inovadora e investimento de até R$ 1,6 milhão.",Startups;Ecossistema_proprio,Contratacao_inovadora_de_IA_para_area_juridica,Altíssimo,Alto,Alta,https://caixanoticias.caixa.gov.br/Paginas/Not%C3%ADcias/2026/01-JANEIRO/CAIXA-lanca-chamada-de-startups-para-contratar-solucao-em-IA-aplicada-ao-suporte-juridico.aspx
BRB,Nota_imprensa_compliance_PCDF_23_06_2026,O BRB informou em 23/06/2026 que a operação deflagrada pela PCDF teve início a partir de notícia-crime encaminhada pelo próprio banco após identificação de irregularidades em movimentações financeiras e indícios de descumprimento de normas de compliance.,PCDF,Acionamento_institucional_e_resposta_de_compliance,Altíssimo,Altíssimo,Muito alta,https://novo.brb.com.br/releases-imprensa/
BRB,Governanca_formal_tecnologia_competencias_2026,"A página oficial de competências do BRB, atualizada em junho de 2026, mantém a Diretoria Executiva de Tecnologia responsável por governança de TI e dados, modernização da arquitetura tecnológica, automação bancária e defesa cibernética.",Ecossistema_proprio,Governanca_formal_de_tecnologia_e_dados,Alto,Alto,Alta,https://novo.brb.com.br/servico-de-informacao-ao-cidadao/institucional-2/competencias/
BRB,Capitalizacao_para_perdas_Master_2026,"A Agência Brasil reportou em 09/06/2026 que o BRB precisa de R$ 8,8 bilhões para fazer frente às perdas relacionadas ao caso Banco Master, mantendo o tema sob escrutínio prudencial e político.",Agencia_Brasil;Banco_Master,Cobertura_publica_sobre_necessidade_de_capitalizacao,Altíssimo,Altíssimo,Muito alta,https://agenciabrasil.ebc.com.br/politica/noticia/2026-06/brb-precisa-de-r-88-bilhoes-para-fazer-frente-perdas-com-o-master
BRB,SP_rebaixa_nota_e_aponta_risco_de_execucao_2026,"A Folha publicou em 05/06/2026 que a S&P rebaixou a nota de crédito do BRB e apontou incerteza crescente sobre o plano de capitalização, com riscos de cronograma, liquidez, funding e reputação.",S&P;Folha,Pressao_externa_de_rating_e_execucao_do_plano_de_capital,Altíssimo,Altíssimo,Muito alta,https://www1.folha.uol.com.br/amp/mercado/2026/06/sp-rebaixa-nota-de-credito-do-brb-e-cita-incertezas-sobre-capitalizacao.shtml
Sicoob,Resultado_recorde_2025_publicado_2026_07_03,"O Sicoob publicou em 03/07/2026 resultado financeiro recorde de R$ 11,2 bilhões em 2025, crescimento de 33,3% em relação ao ano anterior.",Ecossistema_proprio,Resultado_recorde_com_reforco_de_capacidade_de_reinvestimento,Altíssimo,Médio,Muito alta,https://www.sicoob.com.br/web/sicoob/noticias/-/asset_publisher/xAioIawpOI5S/content/id/321076437
Sicoob,Dez_milhoes_de_cooperados_2026,O Sicoob informou em 11/06/2026 que ultrapassou a marca de 10 milhões de cooperados e realizou 18 bilhões de transações no Super App em 2025.,Ecossistema_proprio,Escala_operacional_e_capilaridade_digital_ampliadas,Altíssimo,Médio,Muito alta,https://www.sicoob.com.br/web/sicoob/noticias/-/asset_publisher/xAioIawpOI5S/content/id/321076598
Sicoob,Reconhecimento_BNDES_2026,"O Sicoob informou em 11/06/2026 destaque no reconhecimento anual de agentes financeiros do BNDES, com primeiro lugar em NPS Foco no Cliente e Desenvolvimento Regional Norte, além de reconhecimento em mais três categorias.",BNDES,Reconhecimento_externo_em_credito_e_distribuicao,Alto,Médio,Alta,https://www.sicoob.com.br/web/sicoob/noticias/-/asset_publisher/xAioIawpOI5S/content/id/321076369
