Banco,Tema,Fato_relevante,Empresas_citadas,Tipo_de_vinculo,Impacto_estrategico,Risco_regulatorio_controle,Prioridade,Fonte
Banco do Brasil,Celent_Model_Bank_2026_IA_em_escala,"A Celent anunciou em junho de 2026 o Banco do Brasil como Model Bank of the Year 2026, destacando execucao de IA e analytics alinhada a crescimento, experiencia do cliente e agilidade operacional.",Celent,Reconhecimento_global_de_inovacao_financeira_com_foco_em_IA,Altissimo,Alto,Muito alta,https://www.celent.com/insights/announcing-the-celent-model-bank-2026-award-winners
Banco do Brasil,Capacitacao_IA_generativa_e_agentica_AcademIA_BB_2026,"O Banco do Brasil informou em 08/06/2026 que o AcademIA BB 2026 ja engajou mais de 36 mil funcionarios, com mais de 3 milhoes de horas de treinamento em IA generativa e agentica.",Ecossistema_proprio,Programa_institucional_de_capacitacao_em_IA,Altissimo,Alto,Muito alta,https://www.bb.com.br/pbb/pagina-inicial/imprensa/n/69153/
Banco do Brasil,IA_reforca_relacao_com_clientes_2026,"Cobertura do Estadao/UOL em 09/06/2026 destacou declaracao da presidente Tarciana Medeiros de que a IA esta aumentando a precisao do acompanhamento do negocio e reforcando a relacao com clientes.",UOL;Estadao_Conteudo,Leitura_externa_sobre_execucao_de_IA_na_operacao_bancaria,Altissimo,Medio,Alta,https://economia.uol.com.br/noticias/estadao-conteudo/2026/06/09/uso-da-ia-permite-reforcar-relacao-com-clientes-aponta-presidente-do-bb.htm
Banco do Brasil,Contexto_sustentado_Pix_transfronteirico_na_Argentina_via_APIs,"Contexto sustentado: a Convergencia Digital reportou em 06/03/2026 que o Banco do Brasil lancou pagamento com Pix na Argentina, com conversao cambial integrada por APIs e parceria com o Banco Patagonia.",Banco_Patagonia;Convergencia_Digital,Expansao_de_pagamentos_digitais_transfronteiricos,Altissimo,Medio,Alta,https://convergenciadigital.com.br/inovacao/banco-do-brasil-lanca-pix-na-argentina-mesmo-para-quem-nao-e-cliente/
CAIXA,Universidade_Corporativa_digital_150_mil_usuarios,"A InforChannel publicou em 02/07/2026 que a Universidade Corporativa CAIXA passou a operar nova plataforma digital para cerca de 150 mil usuarios, com IA, metaverso e gamificacao.",InforChannel;Luxortec,Cobertura_setorial_sobre_modernizacao_da_educacao_corporativa,Altissimo,Medio,Muito alta,https://inforchannel.com.br/2026/07/02/universidade-corporativa-caixa-adota-sistema-de-educacao-digital-para-150-mil-usuarios/
CAIXA,Sandbox_CAIXA_Global_Finance_2026,"A Global Finance listou o Sandbox CAIXA entre os melhores laboratorios de inovacao financeira de 2026, reforcando a maturidade do modelo de experimentacao controlada do banco.",Global_Finance,Reconhecimento_internacional_do_laboratorio_de_inovacao,Altissimo,Medio,Muito alta,https://gfmag.com/award/award-winners/best-financial-innovation-labs-2026/
CAIXA,Modernizacao_do_SINAPI_2026,"O PNCP mantem visivel o Edital CECOT 71/2026 da CAIXA para modernizacao do SINAPI, com trilha publica de contratacao ligada a automacao, dados e evolucao de plataforma critica.",PNCP,Edital_publico_para_modernizacao_de_plataforma_critica,Altissimo,Alto,Alta,https://pncp.gov.br/app/editais/00360305000104/2026/305
CAIXA,Contexto_sustentado_IA_aplicada_ao_suporte_juridico_CPSI_2026,"Contexto sustentado: em 28/01/2026 a CAIXA lancou a 8a Chamada de Startups para contratar solucao de IA aplicada ao suporte juridico, com CPSI e investimento previsto de ate R$ 1,6 milhao.",Startups;Ecossistema_proprio,Contratacao_inovadora_de_IA_para_area_juridica,Altissimo,Alto,Alta,https://caixanoticias.caixa.gov.br/Paginas/Not%C3%ADcias/2026/01-JANEIRO/CAIXA-lanca-chamada-de-startups-para-contratar-solucao-em-IA-aplicada-ao-suporte-juridico.aspx
BRB,Nota_imprensa_compliance_PCDF_23_06_2026,"O BRB informou em 23/06/2026 que a operacao deflagrada pela PCDF teve inicio a partir de noticia-crime encaminhada pelo proprio banco apos identificacao de irregularidades em movimentacoes financeiras e indicios de descumprimento de normas de compliance.",PCDF,Acionamento_institucional_e_resposta_de_compliance,Altissimo,Altissimo,Muito alta,https://novo.brb.com.br/releases-imprensa/
BRB,Pressao_politica_por_transparencia_11_06_2026,"O Senado registrou em 11/06/2026 cobranca publica por maior transparencia sobre a situacao financeira do BRB, reforcando a sensibilidade institucional do caso.",Senado_Federal,Pressao_politica_e_institucional_por_transparencia,Altissimo,Altissimo,Muito alta,https://www12.senado.leg.br/noticias/materias/2026/06/11/leila-barros-cobra-transparencia-sobre-situacao-do-brb
BRB,Operacao_Quadra_Capital_e_readequacao_de_liquidez_2026,"Em fato relevante de 20/04/2026, o BRB informou memorando com a Quadra Capital para estruturar operacao com valor de referencia de R$ 15 bilhoes, buscando fortalecer capital, liquidez e gestao do portifolio ligado ao caso Banco Master.",Quadra_Capital;Banco_Master,Readequacao_patrimonial_e_de_liquidez_com_fato_relevante_ao_mercado,Altissimo,Altissimo,Muito alta,https://ri.brb.com.br/upload/files/4134_Fato-Relevante-Operac-a-o-QUADRA-CAPITAL.pdf
BRB,Capitalizacao_para_perdas_Master_2026,"A Agencia Brasil reportou em 09/06/2026 que o BRB precisa de R$ 8,8 bilhoes para fazer frente as perdas relacionadas ao caso Banco Master, mantendo o tema sob escrutinio prudencial e politico.",Agencia_Brasil;Banco_Master,Cobertura_publica_sobre_necessidade_de_capitalizacao,Altissimo,Altissimo,Muito alta,https://agenciabrasil.ebc.com.br/politica/noticia/2026-06/brb-precisa-de-r-88-bilhoes-para-fazer-frente-perdas-com-o-master
Sicoob,Resultado_recorde_2025_publicado_2026_07_06,"O Sicoob publicou em 06/07/2026 resultado financeiro recorde de R$ 11,2 bilhoes em 2025, com crescimento de 33,3% em relacao ao ano anterior.",Ecossistema_proprio,Resultado_recorde_com_reforco_de_capacidade_de_reinvestimento,Altissimo,Medio,Muito alta,https://www.sicoob.com.br/web/cressem/noticias/-/asset_publisher/xAioIawpOI5S/content/id/321076437
Sicoob,Dez_milhoes_de_cooperados_2026,"O Estadao no portal UOL Economia reportou em 25/05/2026 que o Sicoob atingiu a marca de 10 milhoes de cooperados, com crescimento relevante da base e ampliacao de escala.",UOL;Estadao_Conteudo,Escala_operacional_e_capilaridade_digital_ampliadas,Altissimo,Medio,Muito alta,https://economia.uol.com.br/noticias/estadao-conteudo/2026/05/25/cooperativa-sicoob-atinge-marca-de-10-milhoes-de-cooperados.htm
