Banco,Tema,Fato_relevante,Empresas_citadas,Tipo_de_vinculo,Impacto_estrategico,Risco_regulatorio_controle,Prioridade,Fonte
Banco do Brasil,Banco_do_Ano_Celent_Model_Bank_2026,"A Celent publicou em junho de 2026 que o Banco do Brasil foi o Model Bank of the Year 2026, destacando uso de IA e analytics alinhado a crescimento, rentabilidade e centralidade no cliente.",Celent,Reconhecimento_externo_de_maturidade_em_IA_e_analytics,Altissimo,Medio,Muito alta,https://www.celent.com/insights/announcing-the-celent-model-bank-2026-award-winners
Banco do Brasil,AcademIA_BB_2026_36_mil_funcionarios,"O Banco do Brasil informou em 08/06/2026 que o AcademIA BB 2026 ja engajou mais de 36 mil funcionarios, com mais de 3 milhoes de horas de treinamento.",Ecossistema_proprio,Capacitacao_institucional_em_IA_generativa_e_agentica,Altissimo,Alto,Muito alta,https://www.bb.com.br/pbb/pagina-inicial/imprensa/n/69153/
Banco do Brasil,IA_reforca_relacao_com_clientes_2026,"Cobertura de mercado em 09/06/2026 destacou que Tarciana Medeiros apontou a IA como ganho central para elevar a precisao do acompanhamento do negocio e reforcar a relacao com clientes.",Jornal_do_Comercio;Agencia_Estado,Leitura_externa_sobre_execucao_pratica_de_IA_no_banco,Altissimo,Medio,Alta,https://www.jornaldocomercio.com/economia/2026/06/1251889-uso-da-ia-permite-reforcar-relacao-com-clientes-aponta-presidente-do-bb.html
Banco do Brasil,Tesouro_Reserva_via_Pix_2026,"O BB anunciou em junho de 2026 o Tesouro Reserva em parceria com Tesouro Nacional e B3, com investimento e resgate pelo app Investimentos BB usando transacao via Pix.",Tesouro_Nacional;B3,Solucao_de_pagamentos_e_investimentos_digitais_integrados,Alto,Medio,Alta,https://www.bb.com.br/pbb/pagina-inicial/imprensa/n/69113/
CAIXA,Universidade_Corporativa_digital_150_mil_usuarios,"A InforChannel publicou em 02/07/2026 que a Universidade Corporativa CAIXA modernizou sua plataforma digital para cerca de 150 mil usuarios, com recursos de IA, metaverso e gamificacao implementados pela Luxortec.",InforChannel;Luxortec;Universidade_CAIXA,Cobertura_setorial_sobre_modernizacao_da_educacao_corporativa,Altissimo,Medio,Muito alta,https://inforchannel.com.br/2026/07/02/universidade-corporativa-caixa-adota-sistema-de-educacao-digital-para-150-mil-usuarios/
CAIXA,Sandbox_CAIXA_reconhecimento_global_2026,"A pagina de Inovacao da CAIXA registra em 15/06/2026 que o Sandbox CAIXA entrou em ranking global da Global Finance entre os melhores laboratorios de inovacao financeira.",Global_Finance;Sandbox_CAIXA,Reconhecimento_internacional_de_laboratorio_de_inovacao,Altissimo,Medio,Muito alta,https://caixanoticias.caixa.gov.br/Paginas/Tag.aspx?t=Inova%C3%A7%C3%A3o%2C+CAIXA
CAIXA,Sandbox_CAIXA_antifraude_Microsoft_Copilot_2026,"A Global Finance detalhou em 15/06/2026 que o Sandbox CAIXA usa Microsoft Copilot para amadurecer ideias de empregados e avaliar iniciativa antifraude em caixas eletronicos.",Global_Finance;Microsoft,Cobertura_externa_sobre_experimentacao_com_IA_e_prevencao_a_fraude,Altissimo,Medio,Alta,https://gfmag.com/technology/labs-rethink-banking-best-financial-innovation-labs-2026/
CAIXA,Modernizacao_do_SINAPI_com_APIs_2026,"A CAIXA publicou em 19/05/2026 edital para selecionar ate duas solucoes para modernizar o SINAPI, com dados estruturados, consultas interativas e integracoes mais reutilizaveis.",SINAPI;TransfereGov,Chamada_publica_para_modernizacao_de_base_critica_de_dados,Altissimo,Alto,Muito alta,https://caixanoticias.caixa.gov.br/Paginas/Not%C3%ADcias/2026/05-MAIO/CAIXA-lan%C3%A7a-edital-p%C3%BAblico-para-modernizar-o-SINAPI.aspx
BRB,Nota_imprensa_compliance_PCDF_23_06_2026,"O BRB informou em 23/06/2026 que a operacao deflagrada pela PCDF teve inicio a partir de noticia-crime encaminhada pelo proprio banco apos identificacao de irregularidades e indicios de descumprimento de normas de compliance.",PCDF,Acionamento_institucional_de_controles_e_compliance,Altissimo,Altissimo,Muito alta,https://novo.brb.com.br/releases-imprensa/page/6/
BRB,Audiencia_CAE_transparencia_e_perdas_Master_2026,"O Senado registrou em 09/06/2026 que senadores cobraram transparencia sobre a situacao do BRB, questionando perdas relacionadas ao Banco Master, atraso do balanco de 2025 e efeitos sobre depositos judiciais.",Senado_Federal;Banco_Master,Pressao_politica_e_institucional_sobre_governanca_e_capital,Altissimo,Altissimo,Muito alta,https://www12.senado.leg.br/noticias/materias/2026/06/09/em-audiencia-na-cae-senadores-cobram-transparencia-sobre-situacao-do-brb
