Banco,Tema,Fato_relevante,Empresas_citadas,Tipo_de_vinculo,Impacto_estrategico,Risco_regulatorio_controle,Prioridade,Fonte
Banco do Brasil,Novo_App_BB_IA_hiperpersonalizacao_2026_08_24,"Em 24/08/2026, o Banco do Brasil lancou novo App BB com rollout gradual ate o fim de setembro, jornadas conversacionais por texto ou voz, hiperpersonalizacao, recomendacao de atalhos e IA para interpretar contexto e simplificar interacoes.",App_BB;IA_Conversacional;Hiperpersonalizacao;Dados,Canal_digital_com_IA_e_personalizacao_em_escala,Altissimo,Medio,Muito alta,https://www.bb.com.br/pbb/pagina-inicial/imprensa/n/69252/Banco%20do%20Brasil%20lan%C3%A7a%20novo%20app
Banco do Brasil,Stefanini_BB_IA_credito_numerario_2026_09_01,"Em 01/09/2026, a Let's Money reportou que Stefanini e Banco do Brasil estimam R$ 23 milhoes de economia anual com IA na logistica de numerario e mais de 8 mil horas-homem de eficiencia em etapa de analise de credito.",Stefanini;IA;Credito;Numerario,IA_operacional_em_credito_e_logistica_fisica_de_agencias,Altissimo,Medio,Muito alta,https://www.letsmoney.com.br/noticias/stefanini-bb-23-mi-economia-ia/
Banco do Brasil,Conta_Eleitoral_Digital_BB_biometria_2026_08_24,"Em 24/08/2026, o BB informou ampliacao da Conta Eleitoral Digital BB, com integracao aos sistemas da Justica Eleitoral, validacao automatica do RAC e abertura de ate cinco contas pelo app com biometria facial.",Justica_Eleitoral;Biometria_Facial;App_BB;Setor_Publico,Digitalizacao_de_jornada_regulada_para_contas_eleitorais,Alta,Alto,Alta,https://imprensa.bb.com.br/bb-simplifica-abertura-de-contas-eleitorais-para-candidatos-nas-eleicoes-2026/
Banco do Brasil,BBTS_IA_whatsapp_cobranca_contexto_2026_07,"Como contexto recente ainda relevante, mas fora da janela de 30 dias, BBTS, BRQ e AWS reportaram cobranca digital com IA no WhatsApp para negociacao de dividas do Banco do Brasil, com ganho de conversao de 306% e cerca de metade das negociacoes sem intervencao humana.",BBTS;BRQ;AWS;WhatsApp,IA_aplicada_a_cobranca_e_renegociacao_digital,Altissimo,Medio,Alta,https://itforum.com.br/noticias/banco-do-brasil-ia-whatsapp/
CAIXA,Bolsa_Familia_setembro_CAIXA_Tem_biometria_2026_09_17,"Em setembro de 2026, o pagamento do Bolsa Familia operado pela CAIXA foi programado de 17/09 a 30/09, com movimentacao pelo CAIXA Tem, saque com cartao e alternativa por identificacao biometrica.",CAIXA_Tem;Biometria;Bolsa_Familia;MDS,Escala_operacional_digital_em_pagamentos_sociais,Altissimo,Medio,Muito alta,https://www1.folha.uol.com.br/mercado/2026/09/bolsa-familia-do-mes-comeca-a-ser-pago-em-17-de-setembro-veja-calendario.shtml
CAIXA,TEIA_CAIXA_oportunidades_GovTech_2026_09_16,"Em 16/09/2026, o Espaco TEIA CAIXA listava oportunidades abertas de inovacao, incluindo Desafios TEIA Organizacoes Publicas e chamadas ligadas a GovTech, cidades inteligentes, IA, energia, robotica e digitalizacao do setor publico.",Espaco_TEIA_CAIXA;GovTech;Startups;IA,Inovacao_aberta_e_pipeline_publico_privado_de_solucoes,Alta,Medio,Alta,https://hubteia.com.br/
CAIXA,CECOT_78_2026_fabrica_software_cash_management,"Aviso publico da CECOT 78/2026 da CAIXA indicou contratacao de servicos de tecnologia da informacao em regime de fabrica de software para desenvolvimento de plataforma de servicos de cash management.",Fabrica_de_Software;Cash_Management;TI;CAIXA,Demanda_publica_de_desenvolvimento_de_plataforma_financeira_PJ,Alta,Alto,Alta,https://www.licitacao.net/licitacoes/caixa-economica-federal-brasili-cecot-78-2026/690586
CAIXA,Universidade_Corporativa_Luxortec_contexto_2026_07,"Como contexto recente ainda relevante, mas fora da janela de 30 dias, a InforChannel reportou modernizacao da Universidade Corporativa CAIXA para cerca de 150 mil usuarios, com plataforma da Luxortec, IA, metaverso e gamificacao.",Luxortec;IA;Metaverso;Universidade_CAIXA,Modernizacao_de_educacao_corporativa_em_escala,Alta,Medio,Alta,https://inforchannel.com.br/2026/07/02/universidade-corporativa-caixa-adota-sistema-de-educacao-digital-para-150-mil-usuarios/
BRB,Afastamentos_cautelares_caso_Master_2026_09_14,"Em 14/09/2026, a Folha reportou que o BRB afastou cautelarmente cinco funcionarios, incluindo ex-diretores, no ambito das investigacoes internas relacionadas ao ecossistema Master; o banco afirmou que os afastamentos nao antecipam juizo de merito.",Banco_Master;Corregedoria;Conselho_de_Administracao;Governanca,Resposta_de_governanca_a_crise_institucional_e_de_controles,Alto,Altissimo,Muito alta,https://www1.folha.uol.com.br/mercado/2026/09/brb-afasta-ex-diretores-apos-investigacao-do-caso-master.shtml
BRB,PF_creditos_Master_17_bilhoes_2026_09_13,"Em 13/09/2026, a Folha reportou documentos da PF segundo os quais o BRB teria transferido cerca de R$ 17 bilhoes ao Banco Master em compras de carteiras, com R$ 12,2 bilhoes em creditos apontados como falsos.",Policia_Federal;Banco_Master;Tirreno;Cartos,Risco_extremo_de_credito_governanca_e_controles_internos,Altissimo,Altissimo,Muito alta,https://www1.folha.uol.com.br/mercado/2026/09/relatorio-da-pf-aponta-que-brb-comprou-r-17-bilhoes-em-creditos-do-master.shtml
BRB,STF_FGC_BCB_manifestacao_caso_BRB_Master_2026_09,"Em setembro de 2026, a cobertura da Folha registrou que o STF pediu manifestacao do governo federal, Banco Central e FGC sobre pleito do GDF ligado ao rombo do BRB, enquanto o banco seguia sem demonstracoes de 2025 e do primeiro semestre de 2026 publicadas.",STF;Banco_Central;FGC;GDF,Pressao_institucional_sistemica_com_envolvimento_de_supervisores_e_garantidores,Altissimo,Altissimo,Muito alta,https://www1.folha.uol.com.br/mercado/2026/09/brb-afasta-ex-diretores-apos-investigacao-do-caso-master.shtml
BRB,Depoimento_Vorcaro_PF_BRB_Master_2026_09_13,"Em 13/09/2026, o UOL publicou a integra de depoimento de Daniel Vorcaro a PF, com mencoes a interacoes com o Banco Central e a tentativa de fusao ou aquisicao envolvendo BRB e Master.",Daniel_Vorcaro;Policia_Federal;Banco_Central;Banco_Master,Vetor_politico_regulatorio_e_de_supervisao_na_crise_BRB_Master,Alta,Altissimo,Alta,https://noticias.uol.com.br/politica/ultimas-noticias/2026/09/13/leia-a-integra-do-depoimento-de-daniel-vorcaro-a-pf-em-agosto.ghtm
Sicoob,SuperApp_Open_Finance_IA_2026_09_01,"Em 02/09/2026, a Let's Money reportou que o Sicoob iniciou em 01/09/2026 a distribuicao da nova geracao do SuperApp, colocando contas de outras instituicoes na tela inicial via Open Finance e adicionando assistente de IA para pedidos em linguagem natural.",SuperApp_Sicoob;Open_Finance;Sisbr_IA;Pix,Open_Finance_e_IA_conversacional_no_canal_principal_do_cooperado,Altissimo,Alto,Muito alta,https://www.letsmoney.com.br/noticias/sicoob-superapp-open-finance-ia-generativa/
Sicoob,Open_Finance_complexidade_350_cooperativas_2026_09_14,"Em 14/09/2026, a Convergencia Digital detalhou que, com mais de 350 cooperativas, o Sicoob precisou adaptar jornadas digitais, consentimento, conceitos de marca e estruturas tecnologicas para compartilhamento de dados e iniciacao de pagamentos no Open Finance.",Open_Finance;Consentimento;Cooperativas;Arquitetura_Tecnologica,Complexidade_operacional_e_tecnologica_do_Open_Finance_em_modelo_cooperativo,Altissimo,Alto,Muito alta,https://convergenciadigital.com.br/mercado/sicoob-cooperativas-enfrentam-a-complexidade-do-open-finance/
Sicoob,Open_Finance_seguranca_monitoramento_regulatorio_2026_09_14,"Na entrevista da Convergencia Digital, o gerente de arquitetura tecnologica do Sicoob destacou certificacoes, disponibilidade, desempenho e monitoramento regulatorio como pontos criticos para o Open Finance.",Certificacoes;Seguranca;Disponibilidade;Banco_Central,Requisitos_de_seguranca_desempenho_e_observabilidade_para_Open_Finance,Altissimo,Alto,Muito alta,https://convergenciadigital.com.br/mercado/sicoob-cooperativas-enfrentam-a-complexidade-do-open-finance/
Sicoob,Sisbr_IA_base_proprietaria_assistente_Sicoob_2026,"Em 2026, o Sicoob manteve o Sisbr IA como base proprietaria para experiencias em linguagem natural, incluindo o Assistente Inteligente Sicoob conectado a jornadas de Pix, boletos e futura expansao para investimentos, credito e cartoes.",Sisbr_IA;Assistente_Inteligente_Sicoob;Pix;Credito,Plataforma_proprietaria_de_IA_para_jornadas_de_servicos_financeiros,Alta,Medio,Alta,https://www.sicoob.com.br/
Banco Central,Pix_Automatico_ajustes_operacionais_2026_09,"Em setembro de 2026, o Banco Central publicou ajustes pontuais para organizar regras operacionais do Pix Automatico, padronizando comunicacao e automatizando processos como emissao de QR Codes para cobrancas imediatas e com vencimento.",Pix_Automatico;QRCode;Pagamentos;Banco_Central,Modernizacao_de_regras_operacionais_de_pagamentos_instantaneos,Altissimo,Alto,Muito alta,https://bcb.gov.br/detalhenoticia/21252/noticia
Banco Central,MED_Pix_fraudes_anexo_provas_2026_09_04,"Em 04/09/2026, a Folha reportou que o BC publicou novas regras para contestacao de Pix fraudulentos, permitindo anexar boletins de ocorrencia e capturas de tela no app do banco, com aprimoramento do MED ate 01/03/2027.",Pix;MED;Fraudes;Apps_Bancarios,Seguranca_antifraude_e_melhoria_de_jornada_de_contestacao,Altissimo,Altissimo,Muito alta,https://www1.folha.uol.com.br/mercado/2026/09/novas-regras-do-bc-permitem-ao-cliente-anexar-provas-em-contestacao-de-pix-fraudulentos.shtml
Banco Central,Pix_comprovantes_antigolpe_2026_09_04,"Em setembro de 2026, as novas regras do BC proibiram propagandas, ofertas e hiperlinks nos comprovantes de pagamento, exigiram aviso sobre mudancas em contatos salvos e clareza no campo objeto do pagamento no Pix Automatico.",Pix;Comprovantes;MED;Seguranca,Reducao_de_vetores_de_golpes_e_padronizacao_de_informacoes_de_pagamento,Alto,Altissimo,Muito alta,https://www1.folha.uol.com.br/mercado/2026/09/novas-regras-do-bc-permitem-ao-cliente-anexar-provas-em-contestacao-de-pix-fraudulentos.shtml
