Banco,Tema,Fato_relevante,Empresas_citadas,Tipo_de_vinculo,Impacto_estrategico,Risco_regulatorio_controle,Prioridade,Fonte
Banco do Brasil,Conectividade_SD-WAN,"O Banco do Brasil informou avanço da modernização de conectividade em 93% de suas quase 5 mil agências, com dois links e dois roteadores por unidade, implementação da Claro e tecnologia Huawei, além de expectativa de conclusão no 1º trimestre de 2026.",Claro; Huawei,Contratação_modernização_de_rede,Altíssimo,Alto,Muito alta,https://dplnews.com/claro-implanta-nova-rede-de-conectividade-nas-agencias-do-banco-do-brasil/
Banco do Brasil,Compras_TI_IP-SIP_e_suporte,"A página pública de Avisos e Editais do BB segue como sinal muito acionável de compras ao expor RFP para solução integrada baseada em IP/SIP, mesa financeira, terminais, conectores, gravação de voz, monitoração e suporte por 60 meses.",Não_informado,Pipeline_público_de_compras_TI,Altíssimo,Alto,Muito alta,https://bb.com.br/site/compras-contratacao-e-venda-de-imoveis/compras-e-contratacoes/avisos-e-editais
Banco do Brasil,IA_pagamentos_agenticos,"O BB realizou com a Visa a primeira transação agêntica no Brasil em ambiente de produção controlado, com autenticação, tokenização e controles de segurança suportados pela infraestrutura da Visa.",Visa,Piloto_inovação_transacional,Altíssimo,Alto,Muito alta,https://www.visa.com.br/sobre-a-visa/noticias-visa/nova-sala-de-imprensa/bb-visa-primeira-transacao-agentica-brasil.html
Banco do Brasil,Seguranca_digital_por_design,"O Radar de Tendências Tecnológicas do BB reforçou publicamente a tese de segurança digital desde o design, com IA aplicada ao desenvolvimento, arquiteturas resilientes e monitoramento contínuo como parte estrutural da construção de sistemas.",Ecossistema_próprio,Evidência_institucional_de_prioridade_em_secure_by_design,Alto,Alto,Alta,https://radar.apps.bb.com.br/blogrtt/seguranca-digital-desde-o-comeco-como-o-design-esta-mudando-o-desenvolvimento-de-sistemas/99001
CAIXA,Pagamentos_offline,"A CAIXA mantém um dos sinais mais concretos do radar em inclusão e resiliência operacional com a solução de pagamentos offline para benefícios em regiões remotas, em parceria com Elo e Microsoft e com uso previsto nas Agências-Barco.",Elo; Microsoft,Parceria_consórcio_tecnológico,Altíssimo,Alto,Muito alta,https://caixanoticias.caixa.gov.br/Paginas/Not%C3%ADcias/2024/06-JUNHO/No-ultimo-dia-de-Febraban-Tech-2024-CAIXA-apresenta-solucao-inovadora-para-pagamentos-offline.aspx
CAIXA,IA_juridico,"A CAIXA mantém a chamada pública para contratação de solução de IA aplicada ao suporte jurídico, com foco em análise documental, inconsistências e indícios de fraude.",Startups,Chamada_pública_contratação_inovadora,Alto,Alto,Muito alta,https://caixanoticias.caixa.gov.br/Paginas/Not%C3%ADcias/2026/01-JANEIRO/CAIXA-lanca-chamada-de-startups-para-contratar-solucao-em-IA-aplicada-ao-suporte-juridico.aspx
CAIXA,Capacitacao_IA_com_Microsoft,"A CAIXA lançou, com a DIO e a Microsoft, o Bootcamp Inteligência Artificial na Prática, com trilhas em IA generativa, automação e ferramentas digitais, meta de 50 mil estudantes e conexão explícita entre inclusão tecnológica e empregabilidade.",DIO; Microsoft,Parceria_de_capacitacao_e_ecossistema_IA,Alto,Médio-alto,Alta,https://caixanoticias.caixa.gov.br/Paginas/Not%C3%ADcias/2025/11-NOVEMBRO/CAIXA-lanca-Bootcamp-focado-em-IA-para-estudantes-que-querem-transformar-o-futuro.aspx
BRB,Governanca_compliance_controle,"O BRB informou que entregou à Polícia Federal e ao Banco Central a primeira etapa do relatório preliminar de investigação independente conduzida com o escritório Machado Meyer e suporte técnico da Kroll, reforçando pressão por governança, controles e resposta institucional.",Machado Meyer Advogados; Kroll; Banco Central; Polícia Federal,Resposta_regulatória_e_de_governança,Altíssimo,Altíssimo,Muito alta,https://novo.brb.com.br/imprensa/nota-a-imprensa-03-02-2026/
BRB,Capital_regulatorio_e_continuidade,"O BRB informou que entregou ao Banco Central seu Plano de Capital, com ações preventivas de recomposição de capital em até 180 dias caso se confirme necessidade de aporte, reforçando continuidade operacional e comunicação regulatória.",Banco Central; Governo do Distrito Federal,Resposta_regulatória_de_capital_e_continuidade,Altíssimo,Altíssimo,Muito alta,https://novo.brb.com.br/imprensa/nota-a-imprensa-06-02-2026/
BRB,Pagamentos_digitais_BRBPAY,"O BRB lançou o portal BRBPAY para parcelamento online de débitos, tributos e contas, com alcance nacional, parcelamento em até 24 vezes e discurso explícito de segurança e criptografia.",BRBPAY,Lançamento_de_plataforma_digital_de_pagamentos,Alto,Médio-alto,Alta,https://novo.brb.com.br/imprensa/brb-lanca-portal-para-parcelamento-de-debitos-tributos-e-contas/
BRB,Reforco_do_time_de_TI,"O BRB anunciou a convocação de 40 analistas de TI ao longo do primeiro semestre de 2026 para reforçar projetos de modernização, automação de processos, cibersegurança e ampliação de soluções digitais.",Ecossistema_próprio,Expansão_de_capacidade_interna_de_TI,Alto,Médio-alto,Alta,https://novo.brb.com.br/imprensa/brb-convoca-mais-40-analista-de-ti-no-primeiro-semestre-de-2026/
BRB,Capilaridade_com_Tecban,"O BRB mantém sinal operacional relevante com a Tecban na instalação de terminais Banco24Horas compactos para ampliar capilaridade e acesso bancário em novas praças.",Tecban,Parceria_operacional,Alto,Médio,Alta,https://www.tecban.com.br/noticia/em-parceria-com-a-tecban-brb-leva-inclusao-financeira-e-acesso-bancario-a
BNB,Estrategia_TIC_PDTIC,"O Banco do Nordeste mantém o PDTIC como instrumento central de gestão de TI, com objetivos explícitos de continuidade, modernização, jornadas simples, cultura voltada a dados, IA e inovação, além de governança de dados, nuvem e IA.",Ecossistema_próprio,Planejamento_estratégico_de_TI,Altíssimo,Alto,Muito alta,https://www.bnb.gov.br/acesso-a-informacao/acoes-e-programas/plano-estrategico-de-ti
BNB,Autoatendimento_canais,"O BNB firmou parceria com a Tecban para modernizar sua rede de autoatendimento com gestão integrada de caixas eletrônicos interoperáveis, manutenção, atualização e monitoramento 24x7.",Tecban; Banco24Horas,Parceria_modernização_de_canais,Alto,Médio-alto,Muito alta,https://www.tecban.com.br/noticia/tecban-e-banco-do-nordeste-firmam-parceria-para-modernizar-rede-de
BNB,Inovacao_Open_Finance_IA,"O BNB firmou com o CESAR um contrato de três anos para impulsionar mais de 25 projetos com Open Finance, fluxos de crédito, IA e outras tecnologias, envolvendo designers, UX e engenharia.",CESAR,Parceria_de_inovação,Altíssimo,Alto,Muito alta,https://www.cesar.org.br/w/cesar-anuncia-parceria-de-inovacao-com-o-banco-do-nordeste-bnb
BNB,Agenda_TIC_evento_proprio,"O portal do BNB Tech segue reforçando agenda explícita de tendências de TI, conectividade, serviços digitais e IA, com participação de executivos do banco e do ecossistema de tecnologia.",Microsoft; Gartner; BID; Banco Mundial,Evento_próprio_de_agenda_TIC,Alto,Médio-alto,Alta,https://www.bnb.gov.br/bnb-tech
Banestes,IA_generativa_interna,"O Banestes lançou a solução própria de IA generativa Sab.IA em parceria com a startup capixaba Aumo para apoiar aprendizagem e atendimento interno dos colaboradores.",Aumo; Ufes; Ifes,Parceria_desenvolvimento_de_IA_própria,Alto,Médio-alto,Alta,https://www.banestes.com.br/informes/2024/2024_04_23_01.html
Banestes,Seguranca_gerenciada,"No ITR de 31/03/2025, o Banestes registra reforço em segurança cibernética e da informação, com atualizações tecnológicas e incorporação de novos serviços para ampliar proteção e monitoramento.",Não_informado,Serviços_gerenciados_de_segurança,Alto,Alto,Alta,https://ri.banestes.com.br/docs/ITR-banestes-2025-03-31-bPWGRDBk.pdf
Banestes,Adquirencia_e_pagamentos,"O Banestes mantém parceria com a Getnet Brasil, do grupo PagoNxt, para expandir adquirência, links de pagamento, e-commerce e soluções de meios de pagamento para clientes PJ.",Getnet Brasil; PagoNxt,Parceria_comercial_tecnológica,Alto,Médio-alto,Alta,https://www.banestes.com.br/informes/2024/2024_08_05_01.html
Banrisul,API_Pix_e_embedded_payments,"O portal de desenvolvedores do Banrisul mantém a API Pix como ativo público de integração para pagamentos, recebimentos, QR Codes e conciliação em tempo real, reforçando a tese API-first.",Pix; Ecossistema_de_desenvolvedores,Oferta_transacional_via_API,Alto,Médio-alto,Alta,https://developers.banrisul.com.br/bpi/link/api-pix.html
Banrisul,BaaS_API_financeira,"O Banrisul expõe publicamente sua plataforma Banrisul as a Service, permitindo que empresas integrem serviços financeiros por APIs com foco em desempenho, segurança, estabilidade operacional e suporte técnico.",Ecossistema_de_desenvolvedores,Plataforma_BaaS_API,Alto,Médio-alto,Alta,https://developers.banrisul.com.br/BPI/link/baas.html
Banrisul,Modernizacao_autoatendimento_com_Tecban,"O Banrisul firmou parceria com a Tecban para implantar cerca de 1.000 equipamentos recicladores de alta tecnologia, com saques sem cartão, depósitos em tempo real e monitoramento 24x7, atualizando 50% do parque tecnológico existente.",Tecban; Banco24Horas,Parceria_modernização_de_canais,Altíssimo,Médio-alto,Muito alta,https://www.tecban.com.br/noticia/tecban-e-banrisul-fazem-parceria-para-a-modernizacao-da-rede-de-caixas
BASA,Licitacoes_e_pipeline_publico,"O Banco da Amazônia mantém página estruturada de licitações e pregões como trilha pública relevante para compras, fornecedores e governança operacional.",Ecossistema_próprio,Governança_e_pipeline_público,Alto,Alto,Alta,https://www.bancoamazonia.com.br/o-banco/licitacoes
BASA,Seguranca_cibernetica_integrada,"Na página pública de pregão eletrônico, o BASA expõe contratação para solução integrada de rede e segurança voltada à proteção de servidores e cargas de trabalho híbridas por 60 meses, com hardware, software e serviços especializados.",Não_informado,Pregão_público_de_rede_e_cibersegurança,Altíssimo,Alto,Muito alta,https://www.bancoamazonia.com.br/o-banco/licitacoes/pregao-eletronico
BASA,Privacidade_e_LGPD_SaaS,"O mesmo ambiente público de pregões do BASA mantém contratação de solução de gestão de privacidade e proteção de dados pessoais em modelo SaaS, com implantação, suporte, sustentação, operação e serviços especializados por 60 meses.",Não_informado,Pregão_público_de_privacidade_e_LGPD,Altíssimo,Alto,Muito alta,https://www.bancoamazonia.com.br/o-banco/licitacoes/pregao-eletronico
Banpará,APM_monitoramento,"A página pública de contratos do Banpará confirma contrato ativo com a Baltazar Tecnologia para ferramenta de Application Performance Monitoring por 24 meses, sinal direto de prioridade em observabilidade.",Baltazar Tecnologia,Contratação_de_observabilidade_APM,Alto,Alto,Alta,https://www.banpara.b.br/contratos-e-notas-de-empenho/
Banpará,Conectividade_datacenters,"A base pública do Banpará confirma contrato ativo para lançamento de cabo óptico entre os datacenters do banco, reforçando agenda de conectividade crítica e resiliência de infraestrutura.",Empresa de Tecnol. da Inform. e Comun. do Estado do Pará,Contrato_de_conectividade_crítica,Alto,Alto,Alta,https://www.banpara.b.br/contratos-e-notas-de-empenho/
Banpará,Dados_de_mercado_e_inteligencia_financeira,"A base pública de contratos de 2026 do Banpará mostra adesão ativa à plataforma eletrônica da Bloomberg Finance L.P. para licenciamento de acesso a conteúdo especializado em economia e finanças, com dados e indicadores em tempo real.",Bloomberg Finance L.P.,Licenciamento_de_plataforma_de_dados,Alto,Alto,Alta,https://www.banpara.b.br/contratos-e-notas-de-empenho/
Banpará,Licencas_Microsoft_e_capacitacao,"O portal de contratos do Banpará segue exibindo contrato ativo para aquisição de licenças Microsoft, Software Assurance, subscrições e treinamentos oficiais, sustentando sinal de modernização de workplace, nuvem, segurança e capacitação técnica.",Microsoft,Contratação_de_licenças_e_treinamento,Altíssimo,Alto,Muito alta,https://www.banpara.b.br/contratos-e-notas-de-empenho/
Sicoob,IA_generativa_core_bancario,"O Sicoob expandiu sua transformação digital com o Sisbr IA e a Pesquisa Inteligente de Normativos para mais de 62 mil colaboradores, com RAG, integração ao core bancário e escolha entre múltiplos modelos de IA.",Llama; DeepSeek; Phi; Mistral,Plataforma_interna_transformação_digital,Altíssimo,Alto,Muito alta,https://www.sicoob.com.br/web/sicoobnortemt/noticias/-/asset_publisher/xAioIawpOI5S/content/id/275173922
Sicoob,Governanca_IA_e_segurança,"O Sicoob destacou que suas soluções de IA generativa rodam em ambiente seguro e controlado, sem compartilhamento de dados com terceiros, com gestão exclusiva do CCS e aderência à LGPD.",Centro Cooperativo Sicoob,Governança_de_IA_e_controles_transacionais,Alto,Alto,Alta,https://www.sicoob.com.br/web/sicoobnortemt/noticias/-/asset_publisher/xAioIawpOI5S/content/id/275173922
