Banco,Tema,Fato_relevante,Empresas_citadas,Tipo_de_vinculo,Impacto_estrategico,Risco_regulatorio_controle,Prioridade,Fonte
Banco do Brasil,Celent_Model_Bank_2026_IA_em_escala,"A Celent anunciou em meados de junho de 2026 o Banco do Brasil como Model Bank of the Year 2026, destacando execução de IA e analytics alinhada à estratégia de crescimento e experiência do cliente.",Celent,Reconhecimento_global_de_inovacao_financeira_com_foco_em_IA,Altíssimo,Alto,Muito alta,https://www.celent.com/insights/announcing-the-celent-model-bank-2026-award-winners
Banco do Brasil,Capacitacao_IA_generativa_e_agentica_AcademIA_BB_2026,"O Banco do Brasil informou em 08/06/2026 que o AcademIA BB 2026 já engajou mais de 36 mil funcionários, combinando IA generativa e agêntica com curadoria humana, governança e mais de 3 milhões de horas de treinamento acumuladas.",Ecossistema_proprio,Programa_institucional_de_capacitacao_em_IA,Altíssimo,Alto,Muito alta,https://www.bb.com.br/pbb/pagina-inicial/imprensa/n/69153/
Banco do Brasil,Boleto_com_Pix_Automatico_2026,"O Banco do Brasil anunciou em 28/04/2026 o boleto com Pix Automático para empresas, permitindo autorização única do pagador, recorrência via QR Code e integração com a API de cobrança do banco.",Ecossistema_proprio,Nova_solucao_de_pagamentos_recorrentes_com_Pix,Altíssimo,Médio,Muito alta,https://www.bb.com.br/pbb/pagina-inicial/imprensa/n/69086/bb-lanca-boleto-com-pix-automatico-para-empresas
Banco do Brasil,IA_pagamentos_agenticos_com_Visa_contexto_sustentado,"Contexto sustentado: BB e Visa realizaram em 11/03/2026 a primeira transação agêntica no Brasil em ambiente de produção controlado, com autenticação, tokenização e monitoramento de risco em tempo real.",Visa,Parceria_em_pagamentos_agenticos_com_controles_de_seguranca,Altíssimo,Médio,Alta,https://www.visa.com.br/sobre-a-visa/noticias-visa/nova-sala-de-imprensa/bb-visa-primeira-transacao-agentica-brasil.html
CAIXA,Universidade_Corporativa_digital_150_mil_usuarios,"A InforChannel publicou em 02/07/2026 que a Universidade Corporativa Caixa passou a operar em nova plataforma digital para cerca de 150 mil usuários, com IA, metaverso e gamificação.",InforChannel;Luxortec,Cobertura_setorial_sobre_modernizacao_da_educacao_corporativa,Altíssimo,Médio,Muito alta,https://inforchannel.com.br/2026/07/02/universidade-corporativa-caixa-adota-sistema-de-educacao-digital-para-150-mil-usuarios/
CAIXA,Sandbox_CAIXA_Global_Finance_2026,"A Global Finance listou o Sandbox CAIXA entre os melhores laboratórios de inovação financeira de 2026, reforçando a maturidade do modelo de experimentação controlada do banco.",Global_Finance;Microsoft_Copilot,Reconhecimento_internacional_do_laboratorio_de_inovacao,Altíssimo,Médio,Muito alta,https://gfmag.com/award/award-winners/best-financial-innovation-labs-2026/
CAIXA,Modernizacao_do_SINAPI_2026,"O PNCP mantém o Edital CECOT 71/2026 da CAIXA para selecionar soluções de modernização do SINAPI, com trilha pública de contratação inovadora e atualização registrada em 12/05/2026.",PNCP,Edital_publico_para_modernizacao_de_plataforma_critica,Altíssimo,Alto,Alta,https://pncp.gov.br/app/editais/00360305000104/2026/305
CAIXA,IA_aplicada_ao_suporte_juridico_CPSI_2026,"Contexto sustentado: a CAIXA lançou em 28/01/2026 a 8ª Chamada de Startups para contratar solução de IA aplicada ao suporte jurídico, com CPSI e investimento de até R$ 1,6 milhão.",Startups;Ecossistema_proprio,Contratacao_inovadora_de_IA_para_area_juridica,Altíssimo,Alto,Alta,https://caixanoticias.caixa.gov.br/Paginas/Not%C3%ADcias/2026/01-JANEIRO/CAIXA-lanca-chamada-de-startups-para-contratar-solucao-em-IA-aplicada-ao-suporte-juridico.aspx
BRB,Nota_imprensa_compliance_PCDF_23_06_2026,"O BRB informou em 23/06/2026 que a operação deflagrada pela PCDF teve início a partir de notícia-crime encaminhada pelo próprio banco após identificação de irregularidades em movimentações financeiras e indícios de descumprimento de normas de compliance.",PCDF,Acionamento_institucional_e_resposta_de_compliance,Altíssimo,Altíssimo,Muito alta,https://novo.brb.com.br/releases-imprensa/
BRB,Pressao_politica_por_transparencia_11_06_2026,"O Senado registrou em 11/06/2026 cobrança pública por maior transparência sobre a situação financeira do BRB, reforçando a sensibilidade institucional do caso para políticas públicas e governança.",Senado_Federal,Pressao_politica_e_institucional_por_transparencia,Altíssimo,Altíssimo,Muito alta,https://www12.senado.leg.br/noticias/materias/2026/06/11/leila-barros-cobra-transparencia-sobre-situacao-do-brb
