Banco,Tema,Fato_relevante,Empresas_citadas,Tipo_de_vinculo,Impacto_estrategico,Risco_regulatorio_controle,Prioridade,Fonte
Banco do Brasil,DecisionReport_Stefanini_BB_IA_2026_09_18,"Em 18/09/2026, Decision Report repercutiu projetos Banco do Brasil/Stefanini com IA em credito PJ e logistica de numerario, estimando R$ 23 milhoes por ano em economia e mais de 8 mil horas-homem anuais de eficiencia.",Stefanini;IA;Credito;Numerario;Decision_Report,Parceiro_tecnologico_e_midia_setorial,IA_operacional_em_processos_criticos_de_banco_de_varejo_e_agencias,Governanca_de_modelos_e_qualidade_de_decisao_em_credito,Muito alta,https://decisionreport.com.br/banco-do-brasil-gera-r-23-milhoes-em-economia-ao-ano-e-8-mil-horas-de-eficiencia-com-ia/
Banco do Brasil,BB_diretrizes_IA_generativa_agentica_2026_08_24,"Em 24/08/2026, o BB informou diretrizes especificas para IA generativa e agentica, com certificacao de modelos, governanca de agentes, rastreabilidade, niveis de autonomia e restricoes para dados sensiveis.",IA_Generativa;IA_Agentica;Gaia;Genera_BB;Copilot,Institucional_TI_e_governanca,Governanca_de_IA_e_controles_para_agentes_autonomos_em_operacao_bancaria,Rastreabilidade_supervisao_humana_e_restricao_de_dados_sensiveis,Muito alta,https://imprensa.bb.com.br/bb-e-pioneiro-global-em-diretrizes-para-ia-generativa-e-agentica/
Banco do Brasil,BB_Kodiak_low_code_app_2026_08_24,"Em 24/08/2026, o BB detalhou o Kodiak, plataforma no-code/low-code para acelerar jornadas do App BB, com validacoes de conformidade, padronizacao, acessibilidade e reducao estimada de ciclos de 60 para 7 dias.",Kodiak;App_BB;No_Code;Low_Code;Febraban_Tech,Institucional_TI_e_entrega_mobile,Aceleracao_de_entrega_mobile_com_governanca_e_padronizacao_de_componentes,Controle_de_conformidade_em_entrega_low_code,Alta,https://imprensa.bb.com.br/bb-desenvolve-plataforma-propria-para-acelerar-inovacao-no-app/
Banco do Brasil,Novo_App_BB_IA_hiperpersonalizacao_2026_08_24,"Em 24/08/2026, o Banco do Brasil lancou novo App BB com rollout ate o fim de setembro, assistente integrado, jornadas conversacionais por texto ou voz, hiperpersonalizacao, acessibilidade e widgets contextuais.",App_BB;IA_Conversacional;Hiperpersonalizacao;Acessibilidade,Institucional_canal_digital,Canal_digital_com_IA_e_personalizacao_em_escala,Continuidade_e_experiencia_digital_em_canal_de_massa,Muito alta,https://imprensa.bb.com.br/banco-do-brasil-lanca-novo-app/
Banco do Brasil,BBTS_NDR_network_detection_2026_09_22,"Contexto recente de compras: edital BBTS LE 2026/18, com disputa prevista para 22/09/2026, busca appliances NDR para monitoramento de 7.000 dispositivos de rede, instalacao, implantacao, suporte e atualizacoes.",BBTS;NDR;Network_Detection_Response;Seguranca,Compra_publica_ecossistema_BB,Demanda_de_ciberseguranca_de_rede_no_conglomerado_Banco_do_Brasil,Visibilidade_de_trafego_e_deteccao_de_ameacas_de_rede,Alta,https://licitacoes.bbts.com.br/wp-content/uploads/2026/08/20260831_Edital_LE_2026_18.pdf
CAIXA,Caixa_greve_Move_Brasil_habitacao_2026_09_18,"Em 18/09/2026, Folha reportou que a greve da CAIXA atrasa credito do programa Move Brasil e financiamentos imobiliarios, especialmente em documentacao, conformidade e etapas que ainda dependem de atendimento presencial.",Move_Brasil;Habitacao;Canais_Digitais;Conformidade,Mídia_setorial_operacional,Risco_operacional_em_credito_de_massa_e_financiamento_imobiliario,Dependencia_de_jornadas_hibridas_e_documentacao_presencial,Muito alta,https://www1.folha.uol.com.br/mercado/2026/09/greve-da-caixa-atrasa-credito-do-programa-move-brasil-e-financiamentos-imobiliarios.shtml
CAIXA,Caixa_greve_Bolsa_Familia_canais_digitais_2026_09_18,"Em 18/09/2026, Folha e UOL registraram que Bolsa Familia segue em meio a greve da CAIXA; beneficiarios usam CAIXA Tem, app, lotericas, autoatendimento, correspondentes, Internet Banking e WhatsApp.",CAIXA_Tem;Bolsa_Familia;WhatsApp;Canais_Digitais,Mídia_setorial_e_continuidade_operacional,Continuidade_operacional_em_pagamentos_sociais_de_alta_escala,Dependencia_de_canais_digitais_e_rede_alternativa_em_crise_presencial,Muito alta,https://www1.folha.uol.com.br/mercado/2026/09/calendario-do-bolsa-familia-de-setembro-comeca-em-meio-a-greve-dos-bancarios-da-caixa.shtml
CAIXA,Caixa_nova_proposta_greve_saude_2026_09_18,"Em 18/09/2026, a Folha reportou nova proposta da CAIXA para o plano de saude, com greve mantida ate assembleia de 21/09/2026 e reforco de atendimento por canais digitais, telefone e terminais automaticos.",Canais_Digitais;Atendimento_Remoto;Terminais_Automaticos,Mídia_setorial_trabalhista_e_operacional,Risco_de_continuidade_presencial_compensado_por_canais_remotos_e_autoatendimento,Pressao_operacional_em_agencias_e_canais_de_suporte,Alta,https://www1.folha.uol.com.br/mercado/2026/09/caixa-faz-nova-proposta-para-o-plano-de-saude-mas-greve-da-categoria-segue-o-que-foi-oferecido.shtml
CAIXA,Caixa_Parcelar_Pix_app_2026_09_03,"Em 03/09/2026, a CAIXA disponibilizou Parcelar Pix no App CAIXA para clientes elegiveis, com contratacao de credito na transacao, valores de R$ 300 a R$ 50 mil e prazo de ate 12 meses.",Pix;App_CAIXA;Credito_Digital;CET;IOF,Institucional_produto_digital,Produto_digital_de_credito_embutido_no_fluxo_de_pagamentos_instantaneos,Transparencia_CET_IOF_analise_de_risco_e_credito_responsavel,Alta,https://caixanoticias.caixa.gov.br/Paginas/Not%C3%ADcias/2026/09-SETEMBRO/CAIXA-disponibiliza-Parcelar-Pix-aos-clientes-.aspx
CAIXA,Caixa_CECOT_249_fila_virtual_SaaS_2026_09_03,"Em 03/09/2026, licitacao CECOT 249/2026 indicou contratacao de solucao SaaS de fila e sala de espera virtual em nuvem publica para canais digitais da CAIXA, incluindo CAIXA Tem, FGTS, Loterias, sites e sistemas.",SaaS;Nuvem_Publica;CAIXA_Tem;FGTS;Loterias;Fila_Virtual,Compra_publica_TI,Capacidade_e_resiliencia_de_acesso_em_canais_digitais_de_massa,Continuidade_disponibilidade_e_dependencia_de_nuvem_publica,Alta,https://www.todaslicitacoes.com.br/licitacao/contratacao-de-empresa-para-disponibilizacao-e-brasilia-df-00360305000104-2026-691
