Banco,Tema,Fato_relevante,Empresas_citadas,Tipo_de_vinculo,Impacto_estrategico,Risco_regulatorio_controle,Prioridade,Fonte
Banco do Brasil,BBTS_NDR_network_detection_2026_09_23,"A BBTS lista LE 2026/18 para aquisicao de duas solucoes/appliances NDR, com licenciamento para monitorar no minimo 7.000 dispositivos de rede, instalacao, implantacao, suporte, atualizacoes e passagem de conhecimento.",BBTS;NDR;Network_Detection_Response;Seguranca,Compra_publica_ecossistema_BB,Demanda_de_ciberseguranca_de_rede_no_conglomerado_Banco_do_Brasil,Visibilidade_de_trafego_deteccao_de_ameacas_e_governanca_de_implantacao,Muito alta,https://licitacoes.bbts.com.br/licitacao-eletronica/
Banco do Brasil,BBTS_Red_Hat_datacenters_2026_09_23,"A pagina publica da BBTS lista LE 2026/20 para fornecimento de subscricoes Red Hat Enterprise Linux para datacenters virtualizados e Red Hat Runtimes, com suporte oficial do fabricante.",BBTS;Red_Hat;RHEL;Datacenters;Virtualizacao,Compra_publica_TI_ecossistema_BB,Sustentacao_de_plataformas_corporativas_em_datacenters_virtualizados_do_conglomerado,Dependencia_de_suporte_fabricante_ciclo_de_vida_e_padronizacao_de_sistemas,Muito alta,https://licitacoes.bbts.com.br/licitacao-eletronica/
Banco do Brasil,BBTS_dispositivos_seguranca_LE_2026_19,"A BBTS lista LE 2026/19 para aquisicao de dispositivos de seguranca destinados ao atendimento da Assistencia Tecnica, via Ata de Registro de Preco, com certame em 21/09/2026.",BBTS;Dispositivos_de_Seguranca;Ata_de_Registro_de_Preco,Compra_publica_seguranca,Demanda_recente_por_itens_de_seguranca_no_ecossistema_operacional_BB,Controle_de_fornecimento_padronizacao_e_rastreabilidade_de_ativos,Alta,https://licitacoes.bbts.com.br/licitacao-eletronica/
Banco do Brasil,BBTS_desktops_contact_center_2026_09,"A BBTS lista LE 2026/17 para aquisicao de 1.867 desktops destinados as operacoes de Contact Center, Cobranca Extrajudicial e Microfilmagem.",BBTS;Desktops;Contact_Center;Cobranca_Extrajudicial;Microfilmagem,Compra_publica_TI_operacional,Renovacao_de_endpoint_para_atendimento_cobranca_e_operacao_documental,Padronizacao_de_parque_suporte_ciclo_de_vida_e_seguranca_de_endpoint,Alta,https://licitacoes.bbts.com.br/licitacao-eletronica/
Banco do Brasil,BB_IA_agentica_cambio_Microsoft_2026_08,"Contexto recente: o Banco do Brasil informou que reduziu em ate 90% o tempo de operacoes de cambio de grandes empresas com agente autonomo de IA desenvolvido em Microsoft Foundry, mantendo validacao final por equipes especializadas.",Banco_do_Brasil;Microsoft_Foundry;IA_Agentica;Cambio,Institucional_TI_e_operacoes,IA_agentica_em_processo_financeiro_complexo_e_regulado,Conformidade_operacional_validacao_humana_e_uso_seguro_de_documentos,Muito alta,https://imprensa.bb.com.br/banco-do-brasil-reduz-em-90-o-tempo-de-operacoes-de-cambio-com-agente-autonomo-de-ia/
Banco do Brasil,AgenciaBrasil_BB_canais_digitais_greve_2026_09,"Fonte externa: Agencia Brasil registrou que, durante a paralisacao parcial do Banco do Brasil em setembro, permaneciam disponiveis app, internet banking, correspondentes bancarios, central de relacionamento e WhatsApp.",Banco_do_Brasil;App_BB;Internet_Banking;WhatsApp;Correspondentes,Mídia_publica_continuidade_operacional,Continuidade_de_atendimento_e_resiliencia_de_canais_digitais_durante_paralisacao,Disponibilidade_de_canais_remotos_e_comunicacao_com_clientes,Alta,https://agenciabrasil.ebc.com.br/economia/noticia/2026-09/caixa-entra-em-greve-nacional-bb-tem-paralisacao-parcial
CAIXA,Caixa_Bolsa_Familia_NIS5_2026_09_23,"Em 23/09/2026, calendario publico do Bolsa Familia apontou pagamento de setembro para beneficiarios com NIS final 5, com consulta e movimentacao por canais como Caixa Tem, aplicativo Bolsa Familia e rede de atendimento.",CAIXA;CAIXA_Tem;Bolsa_Familia;App_Bolsa_Familia;MDS,Pagamentos_sociais_e_canais_digitais,Pagamentos_publicos_de_alta_escala_dependem_de_contas_digitais_e_canais_remotos,Continuidade_de_beneficios_segurança_de_acesso_e_disponibilidade,Muito alta,https://www.gov.br/mds/pt-br/acoes-e-programas/bolsa-familia/informes/2026/informe_bolsa_familia_n_104.pdf
CAIXA,Caixa_Pe_de_Meia_2026_09_23,"A pagina oficial da CAIXA para Pe-de-Meia mostra parcela do 2o semestre em 23/09/2026 para estudantes nascidos em maio e junho, com contas Poupanca Social Digital ou Poupanca CAIXA Tem e movimentacao pelo App CAIXA Tem.",CAIXA;Pe_de_Meia;CAIXA_Tem;Poupanca_Social_Digital;MEC,Institucional_programa_social,Escala_de_pagamentos_educacionais_em_canais_digitais_da_CAIXA,Disponibilidade_de_canais_oficiais_contas_digitais_e_comunicacao_ao_beneficiario,Muito alta,https://www.caixa.gov.br/programas-sociais/pe-de-meia/Paginas/default.aspx
CAIXA,Caixa_greve_canais_digitais_2026_09,"Agencia Brasil registrou greve nacional da CAIXA em setembro e orientacao para uso de App CAIXA, Internet Banking, WhatsApp, CAIXA Tem, autoatendimento, Banco24Horas, lotericas e Correspondentes CAIXA Aqui.",CAIXA;CAIXA_Tem;App_CAIXA;WhatsApp;Banco24Horas;Lotericas,Mídia_publica_operacional,Continuidade_operacional_de_canais_digitais_e_remotos_em_crise_trabalhista,Dependencia_de_canais_digitais_rede_alternativa_e_jornadas_remotas,Muito alta,https://agenciabrasil.ebc.com.br/economia/noticia/2026-09/caixa-entra-em-greve-nacional-bb-tem-paralisacao-parcial
CAIXA,Caixa_Parcelar_Pix_app_2026_09_03,"Em 03/09/2026, a CAIXA disponibilizou Parcelar Pix no App CAIXA para clientes elegiveis, com contratacao de credito na transacao, valores de R$ 300 a R$ 50 mil, prazo de ate 12 meses e exibicao de CET/IOF.",Pix;App_CAIXA;Credito_Digital;CET;IOF,Institucional_produto_digital,Produto_digital_de_credito_embutido_no_fluxo_de_pagamentos_instantaneos,Transparencia_CET_IOF_analise_de_risco_e_credito_responsavel,Alta,https://caixanoticias.caixa.gov.br/Paginas/Not%C3%ADcias/2026/09-SETEMBRO/CAIXA-disponibiliza-Parcelar-Pix-aos-clientes-.aspx
