Banco,Tema,Fato_relevante,Empresas_citadas,Tipo_de_vinculo,Impacto_estrategico,Risco_regulatorio_controle,Prioridade,Fonte
Banco do Brasil,Conectividade_SD-WAN,"O Banco do Brasil segue com sinal público muito forte em infraestrutura: modernizou 93% de suas quase 5 mil agências com SD-WAN, dois links e dois roteadores por unidade, com implementação pela Claro e tecnologia Huawei, além de expectativa de conclusão no 1º trimestre de 2026.",Claro; Huawei,Contratação_modernização_de_rede,Altíssimo,Alto,Muito alta,https://dplnews.com/claro-implanta-nova-rede-de-conectividade-nas-agencias-do-banco-do-brasil/
Banco do Brasil,Compras_TI_IP-SIP_e_suporte,"A página pública de Avisos e Editais do BB segue como um dos sinais mais acionáveis do radar ao expor RFP prorrogada até 12/02/2026 para solução integrada baseada em IP/SIP, composta por mesa financeira, terminais, conectores, sistema de gestão de atendimento, gravação de voz, monitoração e serviços adicionais com suporte e manutenção por 60 meses.",Não_informado,Pipeline_público_de_compras_TI,Altíssimo,Alto,Muito alta,https://bb.com.br/site/compras-contratacao-e-venda-de-imoveis/compras-e-contratacoes/avisos-e-editais
Banco do Brasil,IA_pagamentos_agenticos,"O BB realizou com a Visa a primeira transação agêntica do Brasil em ambiente de produção controlado, com autenticação, tokenização e controles de segurança suportados pela rede da Visa.",Visa,Piloto_inovação_transacional,Alto,Alto,Muito alta,https://www.visa.com.br/sobre-a-visa/noticias-visa/nova-sala-de-imprensa/bb-visa-primeira-transacao-agentica-brasil.html
CAIXA,Pagamentos_offline,"A CAIXA mantém um dos sinais mais concretos do radar em inclusão e resiliência operacional com a solução de pagamentos offline para benefícios em regiões remotas, em parceria com Elo e Microsoft e com uso previsto nas Agências-Barco.",Elo; Microsoft,Parceria_consórcio_tecnológico,Altíssimo,Alto,Muito alta,https://caixanoticias.caixa.gov.br/Paginas/Not%C3%ADcias/2024/06-JUNHO/No-ultimo-dia-de-Febraban-Tech-2024-CAIXA-apresenta-solucao-inovadora-para-pagamentos-offline.aspx
CAIXA,IA_juridico,"A CAIXA mantém a 8ª Chamada de Startups para contratação de solução de IA aplicada ao suporte jurídico, com CPSI de até R$ 1,6 milhão e foco em análise documental, inconsistências e indícios de fraude.",Startups,Chamada_pública_contratação_inovadora,Alto,Alto,Muito alta,https://caixanoticias.caixa.gov.br/Paginas/Not%C3%ADcias/2026/01-JANEIRO/CAIXA-lanca-chamada-de-startups-para-contratar-solucao-em-IA-aplicada-ao-suporte-juridico.aspx
CAIXA,IA_e_ciberseguranca_em_escala,"Na Febraban Tech 2025, a CAIXA declarou investimento forte em cibersegurança e uso de IA generativa no monitoramento de transações, além de indicar 1,1 mil empregados envolvidos no processo TEIA de transformação digital.",TEIA CAIXA,Programa_de_transformação_digital,Altíssimo,Alto,Muito alta,https://caixanoticias.caixa.gov.br/Paginas/Not%C3%ADcias/2025/06-JUNHO/CAIXA-participa-da-Febraban-Tech-2025.aspx
BRB,Capilaridade_com_Tecban,"O BRB mantém sinal operacional relevante com a Tecban na instalação de terminais Banco24Horas compactos na Paraíba e no Tocantins, com 58 equipamentos já instalados para ampliar capilaridade e acesso bancário.",Tecban,Parceria_operacional,Alto,Médio,Alta,https://www.tecban.com.br/noticia/em-parceria-com-a-tecban-brb-leva-inclusao-financeira-e-acesso-bancario-a
BRB,Digital_superapp_e_IA,"No FRE 2025, o BRB mantém como frentes explícitas a assistente virtual BáRBara, o Super App BRB e a personalização de ofertas com uso de Inteligência Artificial, reforçando agenda pública de transformação digital e pagamentos.",Ecossistema_próprio,Evidência_operacional_de_transformação_digital,Alto,Médio-alto,Alta,https://ri.brb.com.br/upload/files/4033_154510_014206_29012026170109.pdf
BRB,Canais_digitais_escala,"O relatório semestral de 2025 do BRB aponta 232 milhões de transações em canais digitais no período e crescimento de 36% frente ao ano anterior, sinalizando escala operacional relevante em canais e jornada digital.",Ecossistema_próprio,Métrica_operacional_de_escala_digital,Alto,Médio-alto,Alta,https://ri.brb.com.br/upload/files/3927_RA_2T25.pdf
BNB,Estrategia_TIC_PDTIC,"O Banco do Nordeste mantém PDTIC 2025-2026 atualizado em 16/04/2026, reforçando governança formal, mapa estratégico de TI 2024-2028 e diretrizes para soluções de tecnologia alinhadas ao negócio.",Ecossistema_próprio,Planejamento_estratégico_de_TI,Altíssimo,Alto,Alta,https://www.bnb.gov.br/acesso-a-informacao/acoes-e-programas/plano-estrategico-de-ti
BNB,Autoatendimento_canais,"O BNB firmou parceria com a Tecban para instalar e gerir 100 caixas eletrônicos recicladores interoperáveis, com manutenção, atualização e monitoramento 24/7 e implantação prevista ao longo do primeiro semestre de 2026.",Tecban; Banco24Horas,Parceria_modernização_de_canais,Alto,Médio-alto,Muito alta,https://www.tecban.com.br/noticia/tecban-e-banco-do-nordeste-firmam-parceria-para-modernizar-rede-de
BNB,Inovacao_Open_Finance_IA,"O BNB mantém parceria de três anos com o CESAR para mais de 25 projetos em Open Finance, IA, design de soluções e fluxos de crédito, com trabalho conjunto entre times de negócio, UX e engenharia.",CESAR,Parceria_de_inovação,Altíssimo,Alto,Muito alta,https://www.cesar.org.br/w/cesar-anuncia-parceria-de-inovacao-com-o-banco-do-nordeste-bnb
BNB,BNB_Tech_e_conectividade,"O portal oficial do BNB Tech reforça agenda explícita de tendências de TI, conectividade, serviços digitais e IA, com participação de executivos do banco e atores públicos de transformação digital regional.",Ecossistema_próprio,Evento_próprio_de_agenda_TIC,Alto,Médio-alto,Alta,https://www.bnb.gov.br/bnb-tech
Banestes,IA_generativa_interna,"O Banestes mantém como sinal forte o Sab.IA, solução própria de IA generativa desenvolvida com a startup capixaba Aumo para apoiar aprendizagem e atendimento interno dos colaboradores.",Aumo; Ufes; Ifes,Parceria_desenvolvimento_de_IA_própria,Alto,Médio-alto,Alta,https://www.banestes.com.br/informes/2024/2024_04_23_01.html
Banestes,Seguranca_gerenciada,"No ITR de 31/03/2025, o Banestes registra reforço em segurança cibernética e da informação, com atualizações tecnológicas e incorporação de novos serviços para ampliar proteção e monitoramento.",Não_informado,Contrato_serviços_gerenciados_de_segurança,Alto,Alto,Alta,https://ri.banestes.com.br/docs/ITR-banestes-2025-03-31-bPWGRDBk.pdf
Banestes,Adquirencia_e_pagamentos,"O Banestes mantém parceria com a Getnet Brasil, do grupo PagoNxt, para expandir adquirência, links de pagamento, e-commerce e soluções de meios de pagamento para mais de 80 mil clientes PJ.",Getnet Brasil; PagoNxt,Parceria_comercial_tecnológica,Alto,Médio-alto,Alta,https://www.banestes.com.br/informes/2024/2024_08_05_01.html
Banrisul,APIs_BaaS,"O portal Banrisul Developers segue ativo como vitrine pública do Banrisul as a Service, com APIs para integração de soluções financeiras e discurso comercial focado em inovação, eficiência e segurança.",Ecossistema_de_desenvolvedores,Plataforma_aberta_parcerias_digitais,Alto,Médio-alto,Alta,https://developers.banrisul.com.br/BPI/link/baas.html
Banrisul,Cobranca_API_boletos_pix,"A página oficial de Cobrança de Títulos do Banrisul expõe registro de boletos tradicionais e híbridos por API REST, com QR Code Pix e integração via portal developers, reforçando agenda concreta de embedded finance e canais B2B.",Ecossistema_de_desenvolvedores; Pix,Oferta_transacional_via_API,Alto,Médio-alto,Alta,https://www.banrisul.com.br/bob/site/link/cobranca-de-titulos.html
BASA,Licitacoes_e_contratos,"O Banco da Amazônia mantém página pública estruturada de licitações e contratos, incluindo execução contratual, extratos e aditivos, preservando trilha ativa para compras, fornecedores e governança operacional.",Ecossistema_próprio,Governança_e_pipeline_público,Alto,Alto,Alta,https://www.bancoamazonia.com.br/acesso-informacao/licitacoes-contratos
BASA,Privacidade_e_LGPD,"A camada pública de transparência do Banco da Amazônia mantém canal LGPD, privacidade e prestação de contas como sinais de demanda contínua por segurança, proteção de dados e aderência regulatória.",Ecossistema_próprio,Privacidade_e_compliance,Alto,Alto,Alta,https://www.bancoamazonia.com.br/o-banco/transparencia-publica-e-prestacao-de-contas
BASA,Execucao_contratual_e_fornecedores,"A área pública de execução contratual do BASA continua expondo extratos, aditivos e trilhas de fornecedores, mantendo leitura útil para prospecção e controle externo.",Ecossistema_próprio,Governança_contratual_e_transparência,Alto,Alto,Alta,https://www.bancoamazonia.com.br/acesso-informacao/licitacoes-contratos/execucao-contratual
Banpará,APM_monitoramento,"A página pública de contratos do Banpará confirma contrato ativo com a Baltazar Tecnologia para ferramenta de Application Performance Monitoring por 24 meses, sinal direto de prioridade em observabilidade.",Baltazar Tecnologia,Contratação_de_observabilidade_APM,Alto,Alto,Alta,https://www.banpara.b.br/contratos-e-notas-de-empenho/
Banpará,Conectividade_datacenters,"A base pública do Banpará confirma contrato ativo para lançamento de cabo óptico entre os datacenters do banco, reforçando agenda de conectividade crítica e resiliência de infraestrutura.",PRODEPA,Contrato_de_conectividade_critica,Alto,Alto,Alta,https://www.banpara.b.br/contratos-e-notas-de-empenho/
Banpará,Pagamentos_e_cartoes,"A base pública de contratos do Banpará confirma sustentação do SISPAG com a ADM Consultoria e mostra contrato ativo com a Intelcav para tecnologia e cartões, mantendo o banco quente em pagamentos e operação transacional.",ADM Consultoria e Informática; Intelcav Tecnologia e Cartões,Contratos_de_pagamentos_e_cartoes,Altíssimo,Alto,Muito alta,https://www.banpara.b.br/contratos-e-notas-de-empenho/
Banpará,Dados_de_mercado_e_inteligencia_financeira,"A base pública de contratos de 2026 do Banpará mostra adesão ativa à plataforma eletrônica da Bloomberg Finance L.P. para licenciamento de acesso a notícias, dados de mercado e indicadores em tempo real, sinal útil de consumo estruturado de inteligência financeira e dados especializados.",Bloomberg Finance L.P.,Licenciamento_de_plataforma_de_dados,Alto,Alto,Alta,https://www.banpara.b.br/contratos-e-notas-de-empenho/
Sicoob,IA_generativa_core_bancario,"O Sicoob lançou o Sisbr IA e a Pesquisa Inteligente de Normativos para mais de 62 mil colaboradores, com RAG, integração ao core bancário e governança explícita sobre dados, contexto institucional e escolha de modelos.",Llama; DeepSeek; Phi; Mistral,Plataforma_interna_transformação_digital,Altíssimo,Alto,Muito alta,https://www.sicoob.com.br/web/sicoob/noticias/-/asset_publisher/xAioIawpOI5S/content/id/275173922
Sicoob,Seguranca_digital_superapp,"No mesmo ciclo de IA generativa, o Sicoob destacou o Modo Guardião no SuperApp, com limitação de transações fora de redes confiáveis e reforço de autenticação para valores mais altos.",Ecossistema_próprio,Segurança_digital_e_controles_transacionais,Alto,Alto,Alta,https://www.sicoob.com.br/web/sicoob/noticias/-/asset_publisher/xAioIawpOI5S/content/id/275173922
