Banco,Tema,Fato_relevante,Empresas_citadas,Tipo_de_vinculo,Impacto_estrategico,Risco_regulatorio_controle,Prioridade,Fonte
Banco do Brasil,BB_RFP_Red_Hat_datacenters_2026_09_25,"O Banco do Brasil mantem RFP 2026/004557 para subsidiar futura contratacao de subscricao, atualizacao, upgrade, manutencao e suporte remoto de Red Hat Enterprise Linux for Datacenters para o Conglomerado Banco do Brasil.",Banco_do_Brasil;Red_Hat;RHEL;Datacenters,Consulta_publica_TI,Renovacao_e_sustentacao_de_plataforma_linux_em_datacenters_do_conglomerado,Suporte_fabricante_ciclo_de_vida_continuidade_e_padronizacao_de_sistemas,Muito alta,https://www.bb.com.br/site/compras-contratacao-e-venda-de-imoveis/compras-e-contratacoes/avisos-e-editais/
Banco do Brasil,BB_pre_qualificacao_endpoint_2026_09,"A pagina de avisos do BB lista pre-qualificacao tecnica permanente 2026/0001 para fornecedores, com contato por gestaoendpoint@bb.com.br, sinalizando agenda de padronizacao e rastreabilidade em endpoints.",Banco_do_Brasil;Endpoint;Fornecedores;Gestaoendpoint,Pre_qualificacao_TI,Pipeline_de_fornecedores_para_endpoint_e_ambiente_de_trabalho,Rastreabilidade_de_fornecedores_privacidade_e_conformidade_em_endpoint,Alta,https://www.bb.com.br/site/compras-contratacao-e-venda-de-imoveis/compras-e-contratacoes/avisos-e-editais/
Banco do Brasil,BBTS_NDR_network_detection_2026_09_25,"A BBTS mantem LE 2026/18 para aquisicao de duas solucoes/appliances NDR, com licenciamento para monitorar no minimo 7.000 dispositivos de rede, instalacao, implantacao, suporte, atualizacoes e passagem de conhecimento.",BBTS;NDR;Network_Detection_Response;Seguranca,Compra_publica_ecossistema_BB,Demanda_de_ciberseguranca_de_rede_no_conglomerado_Banco_do_Brasil,Visibilidade_de_trafego_deteccao_de_ameacas_e_governanca_de_implantacao,Muito alta,https://licitacoes.bbts.com.br/licitacao-eletronica/
Banco do Brasil,BBTS_PCA_2026_microsegmentacao_wifi_IBM,"Contexto recente: o PCA 2026 da BBTS lista iniciativas de microsegmentacao para dificultar movimentacao lateral, NDR, Shodan, auditoria ISO/IEC 27001:2022, treinamento cibernetico, IBM Sterling B2B e nova solucao de access point/controladora em nuvem.",BBTS;Microsegmentacao;NDR;Shodan;ISO_27001;IBM;Access_Point,Planejamento_anual_TI_e_seguranca,Mapa_de_demanda_de_rede_segurança_e_integracao_no_ecossistema_BB,Priorizacao_orcamentaria_controles_de_rede_certificacao_e_fornecedores,Muito alta,https://licitacoes.bbts.com.br/wp-content/uploads/2026/04/20260402_PCA_2026_BBTS_-_Consolidado_Geral.pdf
Banco do Brasil,BB_IA_agentica_governanca_2026_08,"Contexto recente: o Banco do Brasil informou diretrizes especificas para IA generativa e agentica, incluindo Genera BB, governanca, seguranca, conformidade e AcademIA BB 2026 com mais de 36 mil inscritos.",Banco_do_Brasil;IA_Generativa;IA_Agentica;Genera_BB;AcademIA_BB,Institucional_governanca_IA,Maturidade_de_governanca_para_uso_corporativo_de_IA_em_escala,Gestao_de_risco_transparencia_segurança_e_conformidade_de_modelos,Muito alta,https://imprensa.bb.com.br/bb-e-pioneiro-global-em-diretrizes-para-ia-generativa-e-agentica/
Banco do Brasil,BB_IA_agentica_cambio_Microsoft_2026_08,"Contexto recente: o Banco do Brasil informou reducao de ate 90% no tempo de operacoes de cambio de grandes empresas com agente autonomo de IA desenvolvido em Microsoft Foundry, mantendo validacao final por equipes especializadas.",Banco_do_Brasil;Microsoft_Foundry;IA_Agentica;Cambio,Institucional_TI_e_operacoes,IA_agentica_em_processo_financeiro_complexo_e_regulado,Conformidade_operacional_validacao_humana_e_uso_seguro_de_documentos,Muito alta,https://imprensa.bb.com.br/banco-do-brasil-reduz-em-90-o-tempo-de-operacoes-de-cambio-com-agente-autonomo-de-ia/
Banco do Brasil,CNN_BB_agente_IA_comex_2026_09,"Fonte externa recente: CNN Brasil reportou, a partir do Comex Tech Forum 2026, que o BB usa agente autonomo no processo de cambio, reforcando a tese de IA aplicada a comercio exterior.",Banco_do_Brasil;CNN_Brasil;IA_Agentica;Comex,Midia_setorial_tecnologia,Validacao_externa_da_aplicacao_de_IA_em_processo_de_cambio,Risco_operacional_em_documentos_fluxos_regulados_e_validacao_humana,Alta,https://www.cnnbrasil.com.br/economia/money/inteligencia-artificial/do-cambio-a-logistica-empresas-ampliam-uso-de-agentes-de-ia/
CAIXA,Caixa_Bolsa_Familia_NIS7_2026_09_25,"Em 25/09/2026, calendario publico do Bolsa Familia aponta pagamento de setembro para beneficiarios com NIS final 7, com consulta e movimentacao por canais como Caixa Tem, aplicativo Bolsa Familia e rede de atendimento.",CAIXA;CAIXA_Tem;Bolsa_Familia;App_Bolsa_Familia;MDS,Pagamentos_sociais_e_canais_digitais,Pagamentos_publicos_de_alta_escala_dependem_de_contas_digitais_e_canais_remotos,Continuidade_de_beneficios_segurança_de_acesso_e_disponibilidade,Muito alta,https://www.gov.br/mds/pt-br/acoes-e-programas/bolsa-familia/informes/2026/informe_bolsa_familia_n_104.pdf
CAIXA,Caixa_Pe_de_Meia_2026_09_25,"A pagina oficial da CAIXA para Pe-de-Meia mostra pagamento em 25/09/2026 no bloco de setembro/outubro, com contas Poupanca Social Digital ou Poupanca CAIXA Tem e atendimento por canais oficiais do MEC.",CAIXA;Pe_de_Meia;CAIXA_Tem;Poupanca_Social_Digital;MEC,Institucional_programa_social,Escala_de_pagamentos_educacionais_em_canais_digitais_da_CAIXA,Disponibilidade_de_canais_oficiais_contas_digitais_e_comunicacao_ao_beneficiario,Muito alta,https://www.caixa.gov.br/programas-sociais/pe-de-meia/Paginas/default.aspx
CAIXA,Caixa_INSS_beneficios_sociais_2026_09_25,"A pagina de beneficios do trabalhador da CAIXA registra calendario de beneficios INSS de ate um salario minimo com pagamento em 25/09/2026 para final 2, conectando App Beneficios Sociais CAIXA e canais de consulta.",CAIXA;INSS;Beneficios_Sociais;App_Beneficios_Sociais_CAIXA,Institucional_pagamentos_sociais,Mais_um_fluxo_de_pagamento_de_massa_em_canais_e_rede_CAIXA,Continuidade_de_atendimento_identidade_digital_e_disponibilidade_de_canais,Alta,https://www.caixa.gov.br/beneficios-trabalhador/inss/Paginas/default.aspx
